id,city,state,bathrooms,bedrooms,livingArea,lotArea,lotUnit,price,homeType_CONDO,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE,median_income
6152,Milwaukee,WI,1.0,4.0,1020.0,6534.0,sqft,65000.0,0,0,1,0,26935.0
6153,Gosport,IN,2.0,3.0,1308.0,26136.0,acres,250000.0,0,0,1,0,36543.0
6154,Fort Wright,KY,3.0,3.0,2114.0,5998.212,sqft,330000.0,0,0,1,0,35348.0
6155,Milford,DE,3.0,3.0,2216.0,18295.2,acres,350000.0,0,0,1,0,38704.0
6156,Dearborn Heights,MI,1.0,3.0,1467.0,5227.2,sqft,187000.0,0,0,1,0,32376.0
6157,Harrington,DE,2.0,5.0,2400.0,7405.2,sqft,259900.0,0,0,1,0,36308.0
6158,Arlington Heights,IL,1.0,1.0,700.0,0.0,sqft,109000.0,1,0,0,0,56765.0
6159,Hugo,MN,2.0,3.0,1880.0,0.0,sqft,228000.0,0,0,0,1,66384.0
6160,La Fayette,GA,2.0,3.0,1455.0,24393.600000000002,acres,249900.0,0,0,1,0,18995.0
6161,Norwalk,CT,1.0,2.0,908.0,0.0,sqft,215000.0,1,0,0,0,62532.0
6162,Loudon,NH,3.0,3.0,2500.0,87120.0,acres,540000.0,0,0,1,0,35030.0
6163,Valdosta,GA,3.0,3.0,2284.0,34412.0,acres,210000.0,0,0,1,0,24265.0
6164,Milwaukee,WI,2.0,5.0,1675.0,3484.8,sqft,265000.0,0,1,0,0,33499.0
6165,Lebanon,TN,2.0,2.0,1377.0,10890.0,acres,199000.0,0,0,1,0,32644.0
6166,Killingly,CT,1.0,3.0,1040.0,12196.799999999996,acres,235500.0,0,0,1,0,33438.0
6167,Overland Park,KS,3.0,3.0,1909.0,8049.0,sqft,362500.0,0,0,1,0,62002.0
6168,Savannah,GA,2.0,3.0,1008.0,3920.3999999999996,acres,115000.0,0,0,1,0,28720.0
6169,Northwood,IA,3.0,4.0,2440.0,175546.79999999996,acres,275000.0,0,0,1,0,31652.0
6170,Raleigh,NC,3.0,5.0,2210.0,7840.8,sqft,573000.0,0,0,1,0,46558.0
6171,Columbus,OH,2.0,3.0,1867.0,17424.0,acres,334000.0,0,0,1,0,37575.0
6172,Bethesda,OH,2.0,3.0,1504.0,48351.600000000006,acres,233875.0,0,0,1,0,28466.0
6173,Lafayette,LA,2.0,3.0,2007.0,6899.904,sqft,327800.0,0,0,1,0,32156.0
6174,Louisville,KY,1.0,3.0,920.0,4791.6,sqft,100000.0,0,0,1,0,28910.0
6175,North Haven,CT,3.0,3.0,2118.0,25264.8,acres,434500.0,0,0,1,0,50171.0
6176,Roseville,MN,2.0,3.0,2100.0,12196.799999999996,acres,425000.0,0,0,1,0,44610.0
6177,Fryeburg,ME,3.0,3.0,3104.0,211265.99999999997,acres,436000.0,0,0,1,0,21642.0
6178,Warren,VT,2.0,2.0,900.0,0.0,sqft,377000.0,1,0,0,0,47273.0
6179,Santa Ana,CA,2.0,5.0,720.0,5076.0,sqft,480000.0,0,0,1,0,62585.0
6180,Fort Gratiot,MI,2.0,2.0,1142.0,8276.4,sqft,189900.0,0,0,1,0,34250.0
6181,Middletown,DE,3.0,4.0,2675.0,39204.0,acres,440000.0,0,0,1,0,69293.0
6182,Pine Bluff,AR,3.0,4.0,2082.0,4356.0,sqft,188000.0,0,0,1,0,24768.0
6183,Saint Louis,MO,2.0,2.0,1403.0,0.0,sqft,174900.0,1,0,0,0,34836.0
6184,Louisville,KY,1.0,2.0,915.0,2178.0,sqft,22000.0,0,0,1,0,17016.0
6185,Watertown,WI,1.0,3.0,1400.0,31363.199999999997,acres,170000.0,0,0,1,0,30530.0
6186,Burlington,WI,2.0,2.0,1064.0,11761.2,acres,195000.0,0,0,1,0,38652.0
6187,Eagle,ID,2.0,3.0,1794.0,8712.0,sqft,539900.0,0,0,1,0,45910.0
6188,Hampton,VA,3.0,4.0,1813.0,16988.4,acres,334500.0,0,0,1,0,46232.0
6189,Marietta,GA,2.0,3.0,1075.0,15263.423999999999,acres,285000.0,0,0,1,0,48586.0
6190,Hillsboro,OR,3.0,3.0,1388.0,3049.2,sqft,436000.0,0,0,1,0,67430.0
6191,Otisco,IN,2.0,3.0,1202.0,209088.0,acres,205000.0,0,0,1,0,26364.0
6192,Waterloo,IA,2.0,3.0,1170.0,8886.24,sqft,51000.0,0,0,1,0,20689.0
6193,Saint Louis Park,MN,1.0,1.0,804.0,0.0,sqft,140000.0,1,0,0,0,61700.0
6194,Minneapolis,MN,1.0,1.0,866.0,0.0,sqft,306250.0,1,0,0,0,35723.0
6195,Parkersburg,WV,2.0,4.0,1774.0,5227.2,sqft,75000.0,0,0,1,0,20139.0
6196,Milford,DE,2.0,2.0,1090.0,0.0,sqft,185000.0,1,0,0,0,38704.0
6197,Cheyenne,WY,2.0,4.0,2340.0,8000.0,sqft,323400.0,0,0,1,0,49625.0
6198,Maple Grove,MN,2.0,3.0,1504.0,0.0,sqft,255000.0,0,0,0,1,62213.0
6199,Conway,SC,2.0,3.0,1438.0,7840.8,sqft,265000.0,0,0,1,0,22500.0
6200,Hurley,WI,2.0,3.0,1435.0,62291.0,acres,158000.0,0,0,1,0,22500.0
6201,Honolulu,HI,2.0,2.0,824.0,0.0,sqft,640000.0,1,0,0,0,32648.0
6202,Inman,SC,3.0,3.0,2951.0,26136.0,acres,524900.0,0,0,1,0,30998.0
6203,Grandville,MI,2.0,4.0,2088.0,17598.24,acres,320000.0,0,0,1,0,40079.0
6204,Rochester,NH,1.0,2.0,960.0,10890.0,acres,205000.0,0,0,1,0,32076.0
6205,Cedar Rapids,IA,2.0,3.0,1404.0,7405.200000000001,acres,51000.0,0,0,1,0,40192.0
6206,Cranston,RI,1.0,2.0,1536.0,4356.0,sqft,275000.0,0,0,1,0,36939.0
6207,Hillsborough,NC,2.0,3.0,1646.0,40075.200000000004,acres,264000.0,0,0,1,0,39025.0
6208,Caldwell,ID,2.0,3.0,1226.0,8712.0,sqft,349900.0,0,0,1,0,25938.0
6209,Milwaukee,WI,1.0,3.0,1186.0,7405.2,sqft,220000.0,0,0,1,0,37557.0
6210,Naperville,IL,2.0,3.0,1792.0,51487.92,acres,349000.0,0,0,1,0,61442.0
6211,Cedar Rapids,IA,2.0,3.0,1353.0,4356.0,acres,143000.0,0,0,1,0,40192.0
6212,Zimmerman,MN,2.0,4.0,2473.0,10890.0,acres,330000.0,0,0,1,0,65959.0
6213,Pawtucket,RI,1.0,3.0,1092.0,5093.0,sqft,265000.0,0,0,1,0,42574.0
6214,Kokomo,IN,2.0,3.0,1554.0,25264.8,acres,200000.0,0,0,1,0,34695.0
6215,Greenfield,IN,2.0,3.0,1324.0,8712.0,sqft,166250.0,0,0,1,0,38708.0
6216,Wilmington,DE,2.0,2.0,1350.0,2613.6,sqft,175000.0,0,1,0,0,34758.0
6217,Naperville,IL,3.0,5.0,3409.0,43560.0,acres,477500.0,0,0,1,0,66005.0
6218,Wallingford,CT,1.0,1.0,702.0,0.0,sqft,100000.0,1,0,0,0,50307.0
6219,Auburn,MA,1.0,2.0,1008.0,9358.0,sqft,340000.0,0,0,1,0,45865.0
6220,Bennet,NE,1.0,2.0,960.0,5662.8,sqft,109000.0,0,0,1,0,34375.0
6221,Elmhurst,IL,2.0,3.0,1044.0,7226.604,sqft,320500.0,0,0,1,0,52183.0
6222,Manchester,NH,3.0,6.0,2423.0,2614.0,sqft,315000.0,0,1,0,0,42267.0
6223,Columbia,SC,2.0,3.0,1864.0,2710.0,sqft,285000.0,0,0,1,0,38726.0
6224,Evanston,IL,3.0,3.0,2601.0,4957.128,sqft,560000.0,0,0,1,0,54879.0
6225,Reno,NV,2.0,3.0,1777.0,7405.2,sqft,439000.0,0,0,1,0,51850.0
6226,Maple Valley,WA,3.0,3.0,1750.0,3807.144,sqft,631000.0,0,0,1,0,64967.0
6227,Bellevue,KY,1.0,3.0,2245.0,3049.2,sqft,156000.0,0,0,1,0,41667.0
6228,Mankato,MN,2.0,3.0,2330.0,6316.0,sqft,215500.0,0,0,1,0,33137.0
6229,Ranson,WV,2.431612026216735,3.729905286061692,1954.681419317783,2600.0,sqft,40000.0,0,0,1,0,46696.0
6230,Panama City,FL,4.0,4.0,4015.0,20908.8,acres,783000.0,0,0,1,0,32170.0
6231,Underwood,ND,2.0,3.0,1523.0,6969.6,acres,54600.0,0,0,1,0,50000.0
6232,Grand Rapids,MI,1.0,2.0,1855.0,6756.156,sqft,224500.0,0,0,1,0,38036.0
6233,La Place,LA,2.431612026216735,3.729905286061692,1954.681419317783,43560.0,acres,143200.0,0,0,1,0,42045.0
6234,Lebanon,PA,2.0,3.0,1160.0,5662.8,sqft,151000.0,0,0,1,0,37465.0
6235,Provo,UT,2.0,3.0,1795.0,13503.0,acres,462100.0,0,0,1,0,44722.0
6236,Oxford,PA,3.0,4.0,2410.0,8712.0,sqft,508961.0,0,0,1,0,50908.0
6237,Saco,ME,1.0,4.0,1632.0,7405.2,sqft,320900.0,0,0,1,0,53065.0
6238,Naples,ME,3.0,4.0,3040.0,104108.40000000001,acres,476300.0,0,0,1,0,50118.0
6239,Des Plaines,IL,2.0,2.0,960.0,6856.344,sqft,255000.0,0,0,1,0,44548.0
6240,Indianapolis,IN,3.0,4.0,2364.0,6969.6,sqft,265000.0,0,0,1,0,43378.0
6241,Anchorage,AK,2.0,3.0,1147.0,0.0,sqft,214900.0,1,0,0,0,66044.0
6242,Hedgesville,WV,2.0,3.0,1364.0,7405.2,sqft,305755.0,0,0,1,0,41776.0
6243,Providence,RI,1.0,1.0,741.0,0.0,sqft,243500.0,1,0,0,0,30556.0
6244,Lincoln,NE,3.0,4.0,2062.0,7405.2,sqft,320000.0,0,0,1,0,46981.0
6245,Acworth,GA,2.0,3.0,2028.0,11809.116,acres,304000.0,0,0,1,0,48958.0
6246,Wilmington,DE,3.0,3.0,1775.0,8276.4,sqft,280500.0,0,0,1,0,45867.0
6247,Bessemer,AL,4.0,4.0,2974.0,0.0,acres,400000.0,0,0,1,0,39700.0
6248,Blanchester,OH,2.0,3.0,1392.0,43560.0,acres,188000.0,0,0,1,0,25152.0
6249,Sioux Falls,SD,2.0,3.0,959.0,7505.0,sqft,299900.0,0,0,1,0,39883.0
6250,Mena,AR,4.0,4.0,2464.0,82764.0,acres,165000.0,0,0,1,0,21622.0
6251,Stony Pt,NY,2.0,3.0,1804.0,12196.999999999998,acres,440000.0,0,0,1,0,46406.0
6252,York,ME,2.0,4.0,2124.0,14374.999999999998,acres,450000.0,0,0,1,0,42394.0
6253,Delmar,DE,2.0,3.0,1450.0,4356.0,sqft,217900.0,0,0,1,0,28875.0
6254,McMinnville,OR,2.0,3.0,1616.0,11761.2,acres,445000.0,0,0,1,0,38008.0
6255,Little Rock,AR,2.0,3.0,1534.0,8712.0,sqft,85000.0,0,0,1,0,26924.0
6256,Sioux Falls,SD,2.0,3.0,2013.0,6098.0,sqft,262500.0,0,0,1,0,38098.0
6257,Middletown,CT,4.0,5.0,2438.0,20037.599999999995,acres,440000.0,0,0,1,0,42177.0
6258,Leadville,CO,2.0,2.0,1106.0,32670.0,acres,356000.0,0,0,1,0,45238.0
6259,Chicago,IL,2.0,3.0,1040.0,3746.16,sqft,220000.0,0,0,1,0,36892.0
6260,Hanover,IN,1.0,4.0,1296.0,17859.6,acres,135000.0,0,0,1,0,24583.0
6261,High Springs,FL,2.0,2.0,1308.0,21780.0,acres,181000.0,0,0,1,0,27731.0
6262,Goshen,VT,1.0,2.0,1233.0,105.0,sqft,320000.0,0,0,1,0,30121.0
6263,Cheyenne,WY,3.0,6.0,2304.0,7897.0,sqft,330400.0,0,0,1,0,38638.0
6264,Phoenix,AZ,2.0,4.0,1797.0,10062.36,sqft,460000.0,0,0,1,0,43456.0
6265,Glen Rock,PA,1.0,4.0,1690.0,5227.2,sqft,159900.0,0,0,1,0,44718.0
6266,Searcy,AR,2.0,3.0,1900.0,12632.4,acres,147500.0,0,0,1,0,24567.0
6267,Gardner,KS,3.0,4.0,1698.0,10890.0,acres,283600.0,0,0,1,0,39855.0
6268,Newark,DE,2.0,3.0,1325.0,26136.0,acres,263000.0,0,0,1,0,39799.0
6269,Tucson,AZ,2.0,3.0,1239.0,6534.0,acres,234111.0,0,0,1,0,29908.0
6270,Shreveport,LA,3.0,4.0,2217.0,9147.6,sqft,345200.0,0,0,1,0,30196.0
6271,Phoenix,AZ,2.0,3.0,1620.0,7797.24,sqft,565000.0,0,0,1,0,47194.0
6272,Placentia,CA,3.0,4.0,1894.0,3500.0,sqft,861000.0,0,0,1,0,51404.0
6273,Lake Stevens,WA,3.0,4.0,2041.0,4356.0,sqft,725000.0,0,0,1,0,60723.0
6274,Louisville,KY,1.0,2.0,882.0,3920.4,sqft,22000.0,0,0,1,0,17318.0
6275,Stratford,CT,4.0,4.0,3498.0,43560.0,acres,610000.0,0,0,1,0,47367.0
6276,Las Vegas,NV,3.0,3.0,1846.0,3484.0,sqft,390000.0,0,0,1,0,26857.0
6277,Paola,KS,2.0,3.0,1163.0,11834.0,acres,205600.0,0,0,1,0,31743.0
6278,York,PA,2.0,3.0,1350.0,0.0,sqft,165000.0,0,0,0,1,43066.0
6279,Colorado Springs,CO,3.0,3.0,1750.0,0.0,sqft,430000.0,0,0,0,1,57734.0
6280,Hopkinsville,KY,1.0,3.0,1120.0,8712.0,sqft,75000.0,0,0,1,0,26603.0
6281,Wilton,CT,3.0,2.0,1449.0,0.0,sqft,389000.0,0,0,0,1,64013.0
6282,Torrance,CA,2.0,3.0,1241.0,0.0,sqft,585000.0,1,0,0,0,47956.0
6283,Delray Beach,FL,2.0,2.0,1705.0,0.0,sqft,360000.0,1,0,0,0,33802.0
6284,Fort Wayne,IN,2.0,3.0,1122.0,9583.2,acres,160000.0,0,0,1,0,38961.0
6285,Manassas,VA,4.0,3.0,1725.0,0.0,sqft,348000.0,0,0,0,1,57524.0
6286,Honolulu,HI,2.0,2.0,1088.0,0.0,sqft,660000.0,1,0,0,0,36514.0
6287,Ocean View,DE,3.0,3.0,1481.0,0.0,sqft,413990.0,0,0,0,1,49786.0
6288,Cabot,AR,5.0,4.0,4232.0,203860.8,acres,599000.0,0,0,1,0,35091.0
6289,Melissa,TX,4.0,4.0,2916.0,0.0,acres,590300.0,0,0,1,0,36175.0
6290,Mentor,OH,3.0,4.0,2621.0,15245.999999999998,acres,315000.0,0,0,1,0,43151.0
6291,Milwaukee,WI,2.0,3.0,1050.0,871.2,sqft,104375.0,0,0,1,0,26400.0
6292,Claymont,DE,4.0,3.0,1800.0,0.0,sqft,382551.0,0,0,0,1,32174.0
6293,Fort Mitchell,AL,2.0,4.0,2033.0,32234.399999999998,acres,244000.0,0,0,1,0,44219.0
6294,Baltimore,MD,2.0,3.0,1920.0,0.0,sqft,230000.0,0,0,0,1,25925.0
6295,Augusta,GA,2.0,4.0,1433.0,13068.0,acres,90000.0,0,1,0,0,26780.0
6296,Taylors,SC,2.0,3.0,2470.0,7840.8,sqft,360000.0,0,0,1,0,34382.0
6297,Littleton,CO,3.0,3.0,1747.0,1968.0,sqft,605000.0,0,0,1,0,57049.0
6298,Church Point,LA,1.0,1.0,1830.0,72309.59999999999,acres,194700.0,0,0,1,0,22958.0
6299,Bremerton,WA,1.0,2.0,666.0,7840.8,sqft,375400.0,0,0,1,0,43050.0
6300,Palm Desert,CA,3.0,2.0,2019.0,0.0,sqft,705000.0,1,0,0,0,41971.0
6301,Topeka,KS,1.0,2.0,858.0,14489.999999999998,acres,61700.0,0,0,1,0,36682.0
6302,South Londonderry,VT,1.0,2.0,816.0,32670.0,acres,200000.0,0,0,1,0,27083.0
6303,Springville,AL,4.0,4.0,3318.0,82328.4,acres,390000.0,0,0,1,0,37250.0
6304,Green Bay,WI,1.0,3.0,1008.0,9147.6,sqft,149900.0,0,0,1,0,33297.0
6305,Bedford,WY,2.0,3.0,1560.0,21780.0,acres,342800.0,0,0,1,0,36175.0
6306,Sheboygan,WI,1.0,2.0,864.0,6098.4,sqft,109900.0,0,0,1,0,31911.0
6307,Canon City,CO,2.0,3.0,1772.0,10680.0,sqft,340000.0,0,0,1,0,30794.0
6308,Anaheim,CA,2.0,4.0,1412.0,5000.0,sqft,850000.0,0,0,1,0,67005.0
6309,Niantic,CT,3.0,4.0,2635.0,35719.2,acres,530000.0,0,0,1,0,54115.0
6310,Sun Lakes,AZ,4.0,4.0,3656.0,10105.92,sqft,735000.0,0,0,1,0,41406.0
6311,Bend,OR,3.0,5.0,2460.0,65776.00000000001,acres,825000.0,0,0,1,0,41601.02472285765
6312,Lawrenceville,GA,2.0,3.0,1526.0,10454.4,sqft,295000.0,0,0,1,0,53062.0
6313,Prince Frederick,MD,3.0,4.0,2042.0,13503.6,acres,395000.0,0,0,1,0,36974.0
6314,Plainview,NY,3.0,3.0,2435.0,0.0,sqft,690000.0,1,0,0,0,44256.0
6315,Cranston,RI,4.0,3.0,4904.0,82792.0,acres,700000.0,0,0,1,0,30625.0
6316,Sewell,NJ,1.0,3.0,1299.0,11325.6,acres,240000.0,0,0,1,0,55337.0
6317,Big Rapids,MI,2.0,4.0,1532.0,7840.8,sqft,110000.0,0,0,1,0,23837.0
6318,Louisville,KY,2.0,4.0,1806.0,9147.6,sqft,240000.0,0,0,1,0,43904.0
6319,Des Moines,IA,1.0,2.0,878.0,6534.0,sqft,142500.0,0,0,1,0,47361.0
6320,Whitewater,WI,2.0,3.0,1400.0,10018.8,sqft,309900.0,0,0,1,0,26325.0
6321,Fairfield,CA,2.0,3.0,1966.0,11953.999999999998,acres,615000.0,0,0,1,0,47324.0
6322,Newark,NJ,5.0,9.0,3053.0,1874.0,sqft,635000.0,0,1,0,0,15229.0
6323,Grovetown,GA,3.0,5.0,2889.0,0.0,acres,378900.0,0,0,1,0,59675.0
6324,Lakewood,CO,3.0,5.0,2080.0,6186.0,sqft,515000.0,0,0,1,0,52267.0
6325,Farmington,AR,3.0,4.0,3071.0,87120.0,acres,479900.0,0,0,1,0,30534.0
6326,Saratoga Springs,UT,3.5,6.0,3194.0,9539.0,sqft,634500.0,0,0,1,0,70714.0
6327,Decorah,IA,2.0,3.0,1552.0,7840.8,sqft,215000.0,0,0,1,0,32701.0
6328,Cary,IL,2.0,3.0,1304.0,0.0,sqft,164000.0,0,0,0,1,53056.0
6329,Stonington,CT,1.0,2.0,752.0,64904.4,acres,180000.0,0,0,1,0,59412.0
6330,Saint Paul,MN,3.0,3.0,1931.0,0.0,sqft,395925.0,0,0,0,1,44610.0
6331,Edgewood,MD,2.0,4.0,1412.0,10890.0,acres,221000.0,0,0,1,0,37807.0
6332,Columbus,GA,2.0,3.0,1617.0,24394.0,acres,189999.0,0,0,1,0,31772.0
6333,Pittsburgh,PA,2.0,4.0,2516.0,3850.704,sqft,307689.0,0,0,1,0,43772.0
6334,Esko,MN,1.0,4.0,1720.0,230868.0,acres,220000.0,0,0,1,0,50559.0
6335,Pollock,LA,3.0,4.0,3500.0,130680.0,acres,369400.0,0,0,1,0,21612.0
6336,Dover,MO,1.0,3.0,1260.0,38768.0,acres,248200.0,0,0,1,0,36175.0
6337,Nashua,NH,3.0,3.0,1632.0,0.0,sqft,440000.0,1,0,0,0,40342.0
6338,Bailey,NC,2.0,3.0,1312.0,42253.2,acres,250000.0,0,0,1,0,36913.0
6339,Daphne,AL,3.0,4.0,2688.0,11226.7,acres,368000.0,0,0,1,0,43276.0
6340,Salem,OH,1.0,2.0,951.0,6098.4,sqft,97850.0,0,0,1,0,28355.0
6341,Nashville,AR,2.0,4.0,2496.0,108028.8,acres,146500.0,0,0,1,0,21026.0
6342,Huntington,WV,2.0,4.0,1968.0,11761.2,acres,124900.0,0,0,1,0,20891.0
6343,Philadelphia,PA,1.0,2.0,780.0,0.0,sqft,145000.0,0,0,0,1,22603.0
6344,Athens,GA,2.0,4.0,2504.0,15681.599999999999,acres,415000.0,0,0,1,0,32439.0
6345,Natchez,MS,6.0,5.0,2232.0,13899.000000000002,acres,369300.0,0,0,1,0,20686.0
6346,Mena,AR,2.0,3.0,1522.0,13503.6,acres,135000.0,0,0,1,0,21622.0
6347,Westminster,MD,4.0,6.0,4234.0,31363.199999999997,acres,748990.0,0,0,1,0,38804.0
6348,Powell,WY,2.0,3.0,1577.0,43560.0,acres,329900.0,0,0,1,0,42892.0
6349,Indianapolis,IN,3.0,3.0,1298.0,0.0,sqft,185000.0,1,0,0,0,46731.0
6350,Los Alamos,NM,3.0,3.0,1215.0,8650.0,sqft,288300.0,0,0,1,0,41601.02472285765
6351,Youngsville,LA,2.0,3.0,1172.0,5279.472,sqft,167600.0,0,0,1,0,45565.0
6352,Franklinton,LA,2.0,3.0,2042.0,20000.0,acres,223700.0,0,0,1,0,18784.0
6353,Papillion,NE,3.0,4.0,2507.0,9234.72,sqft,450986.0,0,0,1,0,70125.0
6354,Grand Junction,CO,2.0,4.0,3322.0,14374.799999999996,acres,635000.0,0,0,1,0,41507.0
6355,Lawrenceville,GA,3.0,4.0,2716.0,5662.8,sqft,387400.0,0,0,1,0,61919.0
6356,Aurora,IL,2.0,2.0,1396.0,0.0,sqft,224900.0,0,0,0,1,53017.0
6357,New Milford,CT,3.0,3.0,1996.0,42688.799999999996,acres,427500.0,0,0,1,0,53158.0
6358,Manteca,CA,3.0,5.0,2705.0,6599.0,sqft,720000.0,0,0,1,0,53155.0
6359,Jacksonville,NC,2.0,3.0,1352.0,13939.2,acres,142000.0,0,0,1,0,34323.0
6360,Glendale,AZ,2.0,3.0,1868.0,7902.0,sqft,385000.0,0,0,1,0,30005.0
6361,Eldridge,IA,2.0,2.0,1018.0,8712.0,sqft,214900.0,0,0,1,0,37545.0
6362,Powell,TN,3.0,3.0,2910.0,7840.8,sqft,341570.0,0,0,1,0,34079.0
6363,Bonham,TX,5.0,3.0,2286.0,13721.4,acres,273100.0,0,0,1,0,26272.0
6364,Phoenix,AZ,3.0,3.0,2100.0,0.0,sqft,635000.0,0,0,0,1,45598.0
6365,Elk Grove Village,IL,3.0,3.0,1549.0,13599.0,acres,380000.0,0,0,1,0,51933.0
6366,Rose Hill,KS,3.0,3.0,1776.0,14810.0,acres,180100.0,0,0,1,0,36923.0
6367,Westminster,CO,3.0,3.0,1664.0,2807.0,sqft,485300.0,0,0,1,0,54571.0
6368,Rock Hill,SC,1.0,2.0,1020.0,6969.6,sqft,208000.0,0,0,1,0,30272.0
6369,Indianapolis,IN,2.0,3.0,1457.0,7840.8,sqft,255111.0,0,0,1,0,42651.0
6370,Pearl City,HI,2.0,3.0,936.0,7900.0,sqft,880000.0,0,0,1,0,47260.0
6371,Chesapeake,VA,1.0,3.0,875.0,6098.4,sqft,131400.0,0,0,1,0,46063.0
6372,Las Vegas,NV,3.0,3.0,1781.0,4792.0,sqft,440000.0,0,0,1,0,58796.0
6373,Hurricane,WV,3.0,5.0,3060.0,17859.6,acres,400000.0,0,0,1,0,32605.0
6374,North Palm Beach,FL,2.0,2.0,1143.0,0.0,sqft,330000.0,1,0,0,0,49833.0
6375,Havre De Grace,MD,2.0,3.0,1382.0,8712.0,sqft,200000.0,0,0,1,0,43431.0
6376,Mount Juliet,TN,4.0,4.0,3253.0,26571.6,acres,561500.0,0,0,1,0,49986.0
6377,Laconia,NH,2.0,4.0,1440.0,29185.2,acres,295000.0,0,0,1,0,35017.0
6378,Tiverton,RI,3.0,3.0,2000.0,59677.00000000001,acres,425000.0,0,0,1,0,44564.0
6379,Jefferson,LA,2.0,4.0,1760.0,3600.0,sqft,142200.0,0,0,1,0,41752.0
6380,Smiths Station,AL,3.0,4.0,2557.0,35283.6,acres,323905.0,0,0,1,0,29783.0
6381,Pittsburg,CA,3.0,4.0,1955.0,3049.2,sqft,754597.0,0,0,1,0,44449.0
6382,Salem,MA,2.0,4.0,2474.0,4500.0,sqft,773000.0,0,1,0,0,49926.0
6383,Homer,AK,3.0,4.0,2736.0,20909.0,acres,431600.0,0,0,1,0,40139.0
6384,Covington,KY,2.0,2.0,1954.681419317783,0.0,sqft,245902.0,1,0,0,0,35348.0
6385,Fargo,ND,4.0,5.0,4350.0,26825.0,acres,547500.0,0,0,1,0,52595.0
6386,Traskwood,AR,2.0,3.0,2103.0,49222.799999999996,acres,70000.0,0,0,1,0,14185.0
6387,Crowley,LA,2.0,4.0,1944.0,10001.376,sqft,136300.0,0,0,1,0,21846.0
6388,Birmingham,AL,4.0,4.0,2745.0,9147.6,acres,399900.0,0,0,1,0,47899.0
6389,Ballwin,MO,3.0,3.0,2400.0,6098.4,sqft,290000.0,0,0,1,0,51038.0
6390,Delaware City,DE,3.0,3.0,1600.0,3920.4,sqft,364900.0,0,0,1,0,38333.0
6391,Wichita,KS,1.0,3.0,1102.0,6098.0,sqft,150000.0,0,0,1,0,36091.0
6392,Leesburg,GA,4.0,5.0,4183.0,49222.799999999996,acres,579000.0,0,0,1,0,42139.0
6393,Indianapolis,IN,1.0,2.0,804.0,5140.08,sqft,110000.0,0,0,1,0,30123.0
6394,Shreveport,LA,2.0,3.0,1107.0,9757.44,sqft,125100.0,0,0,1,0,21071.0
6395,Arvada,CO,3.0,6.0,3272.0,11800.999999999998,acres,695000.0,0,0,1,0,43743.0
6396,East Brunswick,NJ,1.0,3.0,1216.0,12415.0,acres,360000.0,0,0,1,0,46696.0
6397,Omaha,NE,2.0,4.0,1869.0,10890.0,acres,175000.0,0,0,1,0,36983.0
6398,Hedgesville,WV,4.0,3.0,2014.0,0.0,sqft,211000.0,0,0,0,1,41776.0
6399,Battle Creek,MI,1.0,3.0,960.0,9626.76,sqft,97500.0,0,0,1,0,21408.0
6400,Columbia,MD,4.0,3.0,1920.0,0.0,sqft,362000.0,0,0,0,1,92931.0
6401,Henderson,NV,2.0,3.0,1615.0,13068.0,acres,445000.0,0,0,1,0,58989.0
6402,Thornton,CO,3.0,5.0,3752.0,8712.0,sqft,605000.0,0,0,1,0,51063.0
6403,Youngstown,OH,2.0,3.0,2099.0,11325.6,acres,165500.0,0,0,1,0,34821.0
6404,Manassas,VA,5.0,4.0,3524.0,35719.2,acres,775000.0,0,0,1,0,50475.0
6405,Reno,NV,2.0,3.0,1248.0,5662.8,sqft,450000.0,0,0,1,0,34086.0
6406,Tega Cay,SC,4.0,5.0,3755.0,14374.799999999996,acres,807500.0,0,0,1,0,62132.0
6407,Princeton,TX,3.0,4.0,2415.0,6534.0,sqft,347100.0,0,0,1,0,42773.0
6408,Collinsville,OK,4.0,4.0,3999.0,48787.200000000004,acres,545000.0,0,0,1,0,32453.0
6409,Meriden,CT,2.0,4.0,2002.0,43995.6,acres,380000.0,0,0,1,0,46897.0
6410,Bartlett,NH,4.0,3.0,2892.0,11325.999999999998,acres,675000.0,0,0,1,0,35042.0
6411,Tacoma,WA,2.0,4.0,1122.0,5998.212,sqft,540000.0,0,0,1,0,34712.0
6412,Wasilla,AK,3.0,4.0,2249.0,40075.200000000004,acres,429600.0,0,0,1,0,41720.0
6413,Huntsville,AL,3.0,3.0,3059.0,16117.199999999999,acres,325000.0,0,0,1,0,47338.0
6414,Clermont,FL,3.0,2.0,1506.0,0.0,sqft,275000.0,0,0,0,1,41021.0
6415,Chesapeake,VA,2.0,2.0,1434.0,0.0,acres,226000.0,0,0,1,0,46336.0
6416,Blountsville,AL,2.0,3.0,1508.0,95832.00000000001,acres,200000.0,0,0,1,0,21250.0
6417,Bondville,VT,3.0,3.0,1764.0,230868.0,acres,359000.0,0,0,1,0,54861.0
6418,Albuquerque,NM,1.0,1.0,1473.0,6534.0,sqft,269100.0,0,1,0,0,32183.0
6419,Oakland Park,FL,2.0,3.0,1350.0,5500.0,sqft,286000.0,0,0,1,0,44525.0
6420,Rome,ME,1.0,2.0,1200.0,219106.79999999996,acres,203500.0,0,0,1,0,24313.0
