id,city,state,bathrooms,bedrooms,livingArea,lotArea,lotUnit,price,homeType_CONDO,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE,median_income
8672,Harvest,AL,2.0,3.0,1345.0,4480.0,sqft,249900.0,0,0,1,0,46473.0
8673,West Fargo,ND,3.0,3.0,1815.0,0.0,sqft,222500.0,0,0,0,1,49704.0
8674,Gillette,WY,2.0,2.0,1026.0,7366.0,sqft,271600.0,0,0,1,0,59815.0
8675,Rutledge,GA,3.0,3.0,2700.0,119790.0,acres,419900.0,0,0,1,0,18250.0
8676,Salem,NH,1.0,2.0,957.0,0.0,sqft,200000.0,1,0,0,0,39356.0
8677,Daphne,AL,2.0,4.0,1787.0,13503.6,acres,274332.0,0,0,1,0,43276.0
8678,Burlington,VT,4.0,4.0,2567.0,15245.999999999998,acres,589000.0,0,1,0,0,41333.0
8679,Powell,WY,3.0,4.0,2795.0,20908.0,acres,439100.0,0,0,1,0,42892.0
8680,Killeen,TX,3.0,4.0,2550.0,7405.2,sqft,293600.0,0,0,1,0,48055.0
8681,Fort Collins,CO,1.0,2.0,913.0,8276.0,sqft,420000.0,0,0,1,0,36105.0
8682,Sapulpa,OK,1.0,3.0,1000.0,8000.0,sqft,107000.0,0,0,1,0,30104.0
8683,Tulsa,OK,2.0,3.0,1496.0,0.0,sqft,85000.0,1,0,0,0,34676.0
8684,Boonville,IN,2.0,3.0,1573.0,10890.0,acres,164400.0,0,0,1,0,31100.0
8685,Richmond,VA,3.0,3.0,1440.0,0.0,sqft,235000.0,0,0,0,1,32142.0
8686,Oneonta,AL,1.0,2.0,1360.0,871.2,acres,139900.0,0,0,1,0,23480.0
8687,Beloit,WI,1.0,3.0,1170.0,38768.4,acres,115000.0,0,0,1,0,30751.0
8688,Chesapeake,VA,2.0,3.0,1861.0,10890.0,acres,284000.0,0,0,1,0,45631.0
8689,Shreveport,LA,3.0,3.0,2409.0,10280.16,sqft,222100.0,0,0,1,0,30196.0
8690,Huntington,WV,2.0,3.0,1590.0,16552.8,acres,137000.0,0,0,1,0,20891.0
8691,Tappahannock,VA,2.0,3.0,1288.0,95832.00000000001,acres,235000.0,0,0,1,0,31010.0
8692,Belle Plaine,MN,2.0,4.0,1787.0,11761.2,acres,322500.0,0,0,1,0,48421.0
8693,St Francis,WI,1.0,1.0,1225.0,0.0,sqft,270000.0,1,0,0,0,30170.0
8694,Fargo,ND,1.0,4.0,1235.0,5875.0,sqft,188600.0,0,0,1,0,28430.0
8695,Norwich,CT,3.0,2.0,1416.0,0.0,sqft,191000.0,0,0,0,1,40374.0
8696,Landenberg,PA,4.0,4.0,3732.0,27442.8,acres,662800.0,0,0,1,0,76708.0
8697,East Providence,RI,1.0,3.0,1985.0,5227.0,sqft,279750.0,0,0,1,0,27006.0
8698,Staten Island,NY,2.0,3.0,2160.0,0.0,sqft,525000.0,1,0,0,0,41948.0
8699,Pittsburgh,PA,3.0,4.0,3070.0,15555.0,acres,540000.0,0,0,1,0,47487.0
8700,Columbia,MD,3.0,3.0,1521.0,0.0,sqft,260000.0,0,0,0,1,77263.0
8701,Fort Wayne,IN,2.0,2.0,1054.0,0.0,sqft,169900.0,1,0,0,0,38961.0
8702,Shepherdsville,KY,2.0,3.0,1200.0,8712.0,sqft,200000.0,0,0,1,0,34588.0
8703,Fargo,ND,2.0,3.0,1972.0,6300.0,sqft,200400.0,0,0,1,0,35072.0
8704,Henderson,NV,3.0,3.0,2387.0,6534.0,sqft,495000.0,0,0,1,0,42818.0
8705,Elkhorn,NE,3.0,4.0,2124.0,18338.76,acres,378000.0,0,0,1,0,61378.0
8706,Honolulu,HI,1.0,2.0,616.0,0.0,sqft,554000.0,1,0,0,0,46213.0
8707,Tacoma,WA,2.0,1.0,1294.0,0.0,sqft,570000.0,1,0,0,0,50992.0
8708,Sunbury,OH,2.0,2.0,2000.0,13939.2,acres,424522.0,0,0,1,0,51125.0
8709,Wasilla,AK,3.0,4.0,2158.0,40075.00000000001,acres,379500.0,0,0,1,0,41720.0
8710,Harvest,AL,2.0,4.0,2106.0,10018.8,sqft,336370.0,0,0,1,0,46473.0
8711,Laurel,MT,3.0,5.0,2100.0,23261.0,acres,699700.0,0,0,1,0,33076.0
8712,Nampa,ID,2.0,4.0,2217.0,6969.6,sqft,374900.0,0,0,1,0,30695.0
8713,Melbourne,AR,2.0,3.0,1288.0,130680.0,acres,164900.0,0,0,1,0,32005.0
8714,Olathe,KS,3.0,4.0,1934.0,10442.0,sqft,336700.0,0,0,1,0,52982.0
8715,Ocean View,DE,2.0,3.0,1610.0,0.0,sqft,435000.0,1,0,0,0,49786.0
8716,Big Bear Lake,CA,2.0,3.0,960.0,10000.0,sqft,569000.0,0,0,1,0,31926.0
8717,Selbyville,DE,2.0,3.0,1550.0,9147.6,sqft,425000.0,0,0,1,0,31706.0
8718,Muskogee,OK,3.0,3.0,2465.0,67518.0,acres,265000.0,0,0,1,0,25159.0
8719,Killington,VT,2.0,2.0,1330.0,0.0,sqft,235000.0,1,0,0,0,41838.0
8720,Galliano,LA,1.0,1.0,924.0,5648.4,sqft,47200.0,0,0,1,0,25000.0
8721,Branford,CT,1.0,2.0,840.0,0.0,sqft,118000.0,1,0,0,0,52987.0
8722,Gassville,AR,2.0,3.0,2805.0,15000.0,acres,229000.0,0,0,1,0,19394.0
8723,Bethel,ME,2.0,3.0,1560.0,138085.2,acres,330000.0,0,0,1,0,25208.0
8724,Eagle River,WI,2.0,3.0,1600.0,26136.0,acres,187500.0,0,0,1,0,31077.0
8725,Warwick,RI,1.0,2.0,768.0,3200.0,sqft,275000.0,0,0,1,0,43226.0
8726,Hurricane,WV,3.0,4.0,2816.0,10890.0,acres,335500.0,0,0,1,0,32605.0
8727,Paris,MO,2.0,3.729905286061692,1572.0,16200.0,acres,127300.0,0,0,1,0,34245.0
8728,Bonney Lake,WA,3.0,5.0,3081.0,6072.264,sqft,790950.0,0,0,1,0,58649.0
8729,Valrico,FL,3.0,4.0,2301.0,10018.8,sqft,475000.0,0,0,1,0,48304.0
8730,Ludowici,GA,2.0,4.0,1675.0,11325.6,acres,223900.0,0,0,1,0,44083.0
8731,Wailuku,HI,2.0,2.0,950.0,0.0,sqft,875000.0,1,0,0,0,44898.0
8732,Ocala,FL,2.0,3.0,1860.0,11325.6,acres,266000.0,0,0,1,0,27773.0
8733,Fort Worth,TX,2.0,4.0,2084.0,9147.6,sqft,372400.0,0,0,1,0,57544.0
8734,Monticello,IN,1.0,3.0,925.0,5501.628,acres,124900.0,0,0,1,0,31352.0
8735,Jacksonville,AL,2.0,3.0,1725.0,16117.199999999999,acres,235950.0,0,0,1,0,26794.0
8736,Inwood,WV,2.0,3.0,1618.0,7405.2,sqft,265000.0,0,0,1,0,46738.0
8737,Middlebury,VT,2.0,3.0,1250.0,22651.2,acres,280000.0,0,0,1,0,36857.0
8738,South Milwaukee,WI,2.0,2.0,1241.0,0.0,sqft,155000.0,1,0,0,0,38882.0
8739,Indianapolis,IN,2.0,3.0,1383.0,6534.0,sqft,170000.0,0,0,1,0,49142.0
8740,Frederick,CO,3.0,3.0,1475.0,0.0,sqft,435000.0,0,0,0,1,61346.0
8741,Mesa,AZ,2.0,3.0,1700.0,4966.0,sqft,465000.0,0,0,1,0,42357.0
8742,Anchorage,AK,5.0,8.0,4292.0,9000.0,sqft,568800.0,0,1,0,0,61270.0
8743,Plymouth,MN,2.0,2.0,1500.0,0.0,sqft,255000.0,0,0,0,1,56596.0
8744,Murfreesboro,TN,3.0,3.0,1471.0,5227.2,sqft,314000.0,0,0,1,0,49071.0
8745,Thibodaux,LA,2.0,3.0,1718.0,8400.0,sqft,226000.0,0,0,1,0,27546.0
8746,Conshohocken,PA,1.0,3.0,1500.0,5662.0,sqft,324100.0,0,0,1,0,74576.0
8747,Gillette,WY,1.75,4.0,1780.0,7805.0,sqft,181100.0,0,0,1,0,44699.0
8748,Millsboro,DE,2.0,4.0,1419.0,7405.2,sqft,325000.0,0,0,1,0,31776.0
8749,Madison,KS,1.5,4.0,1144.0,27600.0,acres,105000.0,0,0,1,0,27500.0
8750,Las Cruces,NM,2.0,4.0,1711.0,5488.0,sqft,215600.0,0,0,1,0,29526.0
8751,Bloomington,IL,3.0,3.0,2538.0,10193.04,sqft,270636.0,0,0,1,0,48705.0
8752,Silt,CO,2.0,3.0,1534.0,9040.0,sqft,500000.0,0,0,1,0,54375.0
8753,Colorado Springs,CO,2.0,3.0,1276.0,0.0,sqft,312900.0,1,0,0,0,66441.0
8754,Madison,ME,2.0,3.0,1603.0,9583.2,sqft,139300.0,0,0,1,0,18865.0
8755,Murray,KY,1.0,2.0,903.0,10454.4,sqft,55000.0,0,0,1,0,21657.0
8756,Johnson,VT,1.0,3.0,1184.0,79279.2,acres,269650.0,0,0,1,0,22718.0
8757,Trufant,MI,1.0,3.0,2436.0,71874.0,acres,219000.0,0,0,1,0,43304.0
8758,Parkville,MD,3.0,3.0,1292.0,6098.4,sqft,245000.0,0,0,1,0,46363.0
8759,Garden City,KS,1.0,2.0,920.0,76230.0,acres,179700.0,0,0,1,0,38584.0
8760,Dyersville,IA,2.0,4.0,1646.0,8276.4,sqft,145500.0,0,0,1,0,36681.0
8761,Moscow,ID,2.0,3.0,1050.0,0.0,sqft,184500.0,1,0,0,0,28166.0
8762,Buckfield,ME,1.0,3.0,1100.0,32670.0,acres,171700.0,0,0,1,0,40278.0
8763,Indianapolis,IN,2.0,3.0,1580.0,27355.68,acres,255000.0,0,0,1,0,34622.0
8764,Shelocta,PA,2.0,3.0,960.0,24393.6,acres,101940.0,0,0,1,0,35341.0
8765,Fredericksburg,VA,3.0,3.0,2673.0,6969.6,sqft,584296.0,0,0,1,0,45671.0
8766,Lafayette,LA,4.0,5.0,2860.0,9517.86,sqft,290200.0,0,0,1,0,42395.0
8767,Knoxville,TN,2.0,3.0,1440.0,435.6,sqft,285000.0,0,0,1,0,33947.0
8768,Wasilla,AK,3.0,3.0,1752.0,20908.8,acres,280900.0,0,1,0,0,41601.02472285765
8769,Rockford,IL,1.0,3.0,1043.0,4356.0,sqft,99900.0,0,0,1,0,31150.0
8770,Pleasantville,IA,2.0,3.0,947.0,240451.19999999998,acres,335000.0,0,0,1,0,38900.0
8771,Harrisburg,OR,2.0,3.0,1178.0,7405.2,sqft,350000.0,0,0,1,0,34375.0
8772,Portland,OR,2.0,3.0,1647.0,7405.2,sqft,445000.0,0,0,1,0,30564.0
8773,Grass Valley,CA,4.0,5.0,3588.0,209523.0,acres,1100000.0,0,0,1,0,32972.0
8774,Shreveport,LA,2.0,3.0,1991.0,23783.76,acres,165000.0,0,0,1,0,20482.0
8775,Knox,IN,1.0,3.0,1800.0,6534.0,acres,55000.0,0,0,1,0,28833.0
8776,Claymont,DE,1.0,3.0,1200.0,5662.8,sqft,230000.0,0,0,1,0,32174.0
8777,Bremerton,WA,2.0,3.0,1252.0,6534.0,sqft,487000.0,0,0,1,0,39991.0
8778,Martinsburg,WV,2.0,3.0,1900.0,102366.0,acres,394000.0,0,0,1,0,44816.0
8779,New Lisbon,WI,3.0,3.0,1800.0,162043.2,acres,326500.0,0,0,1,0,40019.0
8780,Elm Grove,WI,3.0,4.0,2780.0,29185.2,acres,585000.0,0,0,1,0,35463.0
8781,Rochester,MN,2.0,4.0,1869.0,8712.0,sqft,245000.0,0,0,1,0,44029.0
8782,Jackson Springs,NC,3.0,5.0,1924.0,37.0,sqft,550000.0,0,0,1,0,17364.0
8783,Shavertown,PA,3.0,3.0,1823.0,28250.0,acres,310000.0,0,0,1,0,29677.0
8784,Honolulu,HI,1.0,2.0,662.0,0.0,sqft,538000.0,1,0,0,0,46213.0
8785,Indianapolis,IN,1.0,2.0,2088.0,39204.0,acres,255000.0,0,0,1,0,49142.0
8786,Washington,DC,1.0,1.0,696.0,0.0,sqft,430000.0,1,0,0,0,36175.0
8787,Weiser,ID,2.0,4.0,4122.0,154638.0,acres,788500.0,0,0,1,0,23958.0
8788,Moody,AL,4.0,4.0,2232.0,0.0,acres,407070.0,0,0,1,0,39716.0
8789,Dublin,NH,5.0,4.0,3372.0,51836.399999999994,acres,701500.0,0,0,1,0,40625.0
8790,Lakewood,OH,2.0,6.0,2700.0,5227.2,sqft,345000.0,0,1,0,0,41464.0
8791,Derry,NH,3.0,4.0,2640.0,137214.0,acres,718000.0,0,0,1,0,48846.0
8792,Simi Valley,CA,2.0,4.0,1247.0,11999.999999999998,acres,615000.0,0,0,1,0,58050.0
8793,Azle,TX,2.0,3.0,1500.0,5837.04,sqft,265100.0,0,0,1,0,37059.0
8794,Seymour,CT,1.0,3.0,1224.0,9583.2,sqft,245000.0,0,0,1,0,37823.0
8795,Spearfish,SD,2.0,4.0,1674.0,17859.6,acres,430000.0,0,0,1,0,28525.0
8796,Champaign,IL,2.0,3.0,1772.0,7840.8,sqft,183000.0,0,0,1,0,40177.0
8797,Andover,MA,2.0,3.0,1828.0,70393.0,acres,676500.0,0,0,1,0,58775.0
8798,Jackson,MI,2.0,4.0,2100.0,87120.0,acres,210000.0,0,0,1,0,33401.0
8799,South Kingstown,RI,2.0,5.0,2016.0,27442.0,acres,460000.0,0,1,0,0,46887.0
8800,White Plains,NY,2.0,2.0,1275.0,0.0,sqft,460000.0,1,0,0,0,61181.0
8801,Hurricane,UT,3.0,3.0,2834.0,80586.0,acres,718600.0,0,0,1,0,31142.0
8802,Wyoming,MI,2.0,3.0,1768.0,435.6,sqft,175000.0,0,0,1,0,29096.0
8803,Bondurant,IA,1.0,3.0,1000.0,8712.0,sqft,178000.0,0,0,1,0,60510.0
8804,Stone Mountain,GA,3.0,3.0,1664.0,566.28,sqft,263000.0,0,0,1,0,33556.0
8805,Gulf Shores,AL,2.0,3.0,1612.0,30100.0,acres,475000.0,0,0,1,0,38704.0
8806,Cheyenne,WY,2.0,3.0,2128.0,8050.0,sqft,316900.0,0,0,1,0,49625.0
8807,London,OH,2.431612026216735,3.729905286061692,1368.0,3049.2,sqft,103000.0,0,1,0,0,43015.0
8808,Cornelius,OR,3.0,3.0,1396.0,0.0,sqft,362195.0,0,0,0,1,55474.0
8809,Sherwood,OR,3.0,4.0,2490.0,7405.0,sqft,640000.0,0,0,1,0,42660.0
8810,Wheatland,WY,3.0,4.0,3096.0,17148.0,acres,331000.0,0,0,1,0,29154.0
8811,Salt Lake City,UT,2.5,2.0,1516.0,0.0,sqft,475600.0,0,0,0,1,51478.0
8812,Douglassville,PA,2.0,3.0,1590.0,4791.6,sqft,172500.0,0,0,1,0,33339.0
8813,Hurricane,WV,1.0,2.0,864.0,3920.4,sqft,75000.0,0,0,1,0,32605.0
8814,Townsend,GA,3.0,3.0,2127.0,24829.200000000004,acres,429900.0,0,0,1,0,15357.0
8815,Las Vegas,NV,3.0,5.0,2331.0,4356.0,sqft,465000.0,0,0,1,0,67851.0
8816,Eagle River,AK,2.0,5.0,2980.0,10275.0,sqft,388000.0,0,0,1,0,69040.0
8817,Rozet,WY,2.0,3.0,1296.0,217800.0,acres,207100.0,0,0,1,0,36175.0
8818,Beaver,PA,2.0,2.0,1733.0,1766.38,sqft,404878.0,0,0,1,0,34130.0
8819,West Union,WV,1.0,2.0,825.0,16116.999999999998,acres,82000.0,0,0,1,0,18156.0
8820,Port Arthur,TX,2.0,3.0,1890.0,8999.0,sqft,278800.0,0,0,1,0,23682.0
8821,Ashville,NY,1.0,2.0,741.0,2613.6,sqft,280500.0,0,0,1,0,34333.0
8822,Ames,IA,2.0,4.0,1799.0,9583.2,sqft,205000.0,0,0,1,0,30205.0
8823,Lehigh Acres,FL,2.0,3.0,1289.0,12632.4,acres,235000.0,0,0,1,0,33594.0
8824,Olive Branch,MS,2.0,3.0,1431.0,5175.0,sqft,210400.0,0,0,1,0,45853.0
8825,Augusta,GA,2.0,3.0,2268.0,10454.4,sqft,145000.0,0,0,1,0,26780.0
8826,Magnolia,DE,3.0,4.0,2400.0,11761.2,acres,425000.0,0,0,1,0,35221.0
8827,Marsing,ID,1.0,2.0,800.0,3484.8,sqft,149900.0,0,0,1,0,22222.0
8828,Caldwell,ID,3.0,4.0,2681.0,234352.8,acres,816900.0,0,0,1,0,25938.0
8829,Eloy,AZ,2.0,3.0,1200.0,7056.72,sqft,233990.0,0,0,1,0,22962.0
8830,Wellington,FL,2.0,3.0,1300.0,0.0,sqft,250000.0,1,0,0,0,53388.0
8831,Little Rock,AR,2.0,4.0,1699.0,0.0,acres,195950.0,0,0,1,0,23968.0
8832,South Bend,IN,2.0,3.0,1216.0,7771.104,acres,136000.0,0,0,1,0,32828.0
8833,Woodbridge,CT,3.0,4.0,2332.0,60112.799999999996,acres,379000.0,0,0,1,0,36175.0
8834,Center Point,IA,2.0,3.0,1760.0,75358.8,acres,275000.0,0,0,1,0,36131.0
8835,Blue Hill,ME,2.0,2.0,1480.0,109335.59999999999,acres,275400.0,0,0,1,0,44495.0
8836,St George,UT,2.5,3.0,2500.0,10454.0,sqft,721800.0,0,0,1,0,33386.0
8837,Hot Springs,AR,3.0,3.0,2947.0,0.0,acres,365000.0,0,0,1,0,20844.0
8838,Tucson,AZ,2.0,3.0,1007.0,6534.0,acres,250000.0,0,0,1,0,23963.0
8839,Middleton,ID,1.0,2.0,1090.0,14026.32,acres,374700.0,0,0,1,0,26307.0
8840,Smyrna,DE,2.0,3.0,1776.0,5662.8,sqft,361490.0,0,0,1,0,44812.0
8841,Warwick,RI,3.0,3.0,2178.0,11289.999999999998,acres,349900.0,0,0,1,0,43226.0
8842,Gillette,WY,2.0,3.0,2918.0,6107.0,sqft,304400.0,0,0,1,0,59815.0
8843,Bomoseen,VT,3.0,4.0,2400.0,7405.2,sqft,625000.0,0,0,1,0,36175.0
8844,Flint,MI,1.0,2.0,800.0,7840.8,sqft,11100.0,0,0,1,0,17181.0
8845,Greenbrier,AR,2.0,3.0,1895.0,48351.600000000006,acres,190000.0,0,0,1,0,20898.0
8846,Milwaukee,WI,2.0,2.0,1210.0,0.0,sqft,130000.0,1,0,0,0,26400.0
8847,Twin Falls,ID,3.0,4.0,3491.0,15681.599999999999,acres,676600.0,0,0,1,0,31871.0
8848,Paris,AR,2.0,3.0,1484.0,9583.2,sqft,56300.0,0,0,1,0,21500.0
8849,Chesterfield,MO,4.0,4.0,3399.0,10018.8,sqft,409100.0,0,0,1,0,47675.0
8850,Windsor,CT,2.0,3.0,1260.0,16117.199999999999,acres,235000.0,0,0,1,0,54863.0
8851,Rock Hill,SC,2.0,2.0,1212.0,0.0,sqft,155000.0,0,0,0,1,40272.0
8852,Ellston,IA,1.0,2.0,816.0,12632.4,acres,150000.0,0,0,1,0,36175.0
8853,Anchorage,AK,2.0,3.0,1656.0,20130.0,acres,349400.0,0,0,1,0,80174.0
8854,Westmont,IL,2.0,3.0,2592.0,8302.536,sqft,322500.0,0,0,1,0,43843.0
8855,Topeka,KS,4.0,4.0,3481.0,12702.0,acres,430000.0,0,0,1,0,51422.0
8856,Madison,AL,2.0,3.0,1917.0,7840.8,sqft,303590.0,0,0,1,0,57414.0
8857,Ninilchik,AK,2.0,4.0,2340.0,128937.59999999999,acres,269400.0,0,0,1,0,23214.0
8858,Greenwood,IN,1.0,2.0,1332.0,7975.836,sqft,165000.0,0,0,1,0,39590.0
8859,Oklahoma City,OK,2.0,4.0,2341.0,8276.4,sqft,227000.0,0,0,1,0,41184.0
8860,Lafayette,LA,2.0,3.0,1298.0,6599.34,sqft,180000.0,0,0,1,0,16702.0
8861,Toledo,OH,1.0,3.0,912.0,8276.4,acres,118750.0,0,0,1,0,34392.0
8862,Rollinsford,NH,1.0,3.0,1202.0,20647.44,acres,287000.0,0,0,1,0,35750.0
8863,Cheyenne,WY,2.0,4.0,3213.0,9583.2,sqft,392400.0,0,0,1,0,38638.0
8864,Ocoee,FL,3.0,3.0,1877.0,7405.2,sqft,404750.0,0,0,1,0,44589.0
8865,Mesa,AZ,3.0,4.0,3842.0,13597.999999999996,acres,890000.0,0,0,1,0,41648.0
8866,Missoula,MT,2.0,3.0,1230.0,12893.0,acres,575800.0,0,0,1,0,41455.0
8867,Reno,NV,2.0,4.0,1642.0,6534.0,sqft,410000.0,0,0,1,0,48190.0
8868,Manchester,CT,3.0,4.0,2134.0,14374.799999999996,acres,330000.0,0,0,1,0,44513.0
8869,Groton,CT,3.0,3.0,2650.0,150717.6,acres,617000.0,0,0,1,0,61332.0
8870,Reno,NV,1.0,2.0,963.0,0.0,sqft,208000.0,1,0,0,0,25525.0
8871,Oregon City,OR,3.0,3.0,1632.0,20908.8,acres,620000.0,0,0,1,0,42811.0
8872,Daphne,AL,3.0,3.0,1843.0,14742.0,acres,239000.0,0,0,1,0,43276.0
8873,Woodstown,NJ,2.0,3.0,1920.0,36154.8,acres,335000.0,0,0,1,0,46947.0
8874,Smithfield,RI,3.0,4.0,3380.0,69260.0,acres,649900.0,0,0,1,0,50034.0
8875,Lincoln,NE,2.0,3.0,1504.0,7100.0,sqft,237500.0,0,0,1,0,39749.0
8876,Pooler,GA,3.0,5.0,2756.0,16988.4,acres,310000.0,0,0,1,0,58578.0
8877,Forney,TX,2.0,3.0,1954.0,5488.56,sqft,305600.0,0,0,1,0,56427.0
8878,Rapid City,SD,3.0,4.0,2571.0,10890.0,acres,397123.0,0,0,1,0,29476.0
8879,Anchorage,AK,2.0,3.0,1730.0,0.0,sqft,252900.0,1,0,0,0,61270.0
8880,Metairie,LA,2.0,2.0,993.0,0.0,sqft,177200.0,1,0,0,0,40489.0
8881,Milton,VT,2.0,3.0,1900.0,16552.999999999996,acres,359000.0,0,0,1,0,44750.0
8882,Chicago,IL,2.0,4.0,2159.0,5125.0,sqft,417500.0,0,0,1,0,53649.0
8883,Compton,CA,1.0,3.0,1026.0,5005.0,sqft,550000.0,0,0,1,0,30693.0
8884,Ruidoso,NM,2.0,3.0,720.0,30056.0,acres,289000.0,0,0,1,0,28131.0
8885,Waldorf,MD,4.0,3.0,1820.0,0.0,sqft,335000.0,0,0,0,1,69539.0
8886,Burlington,WI,3.0,4.0,2552.0,18730.8,acres,325000.0,0,0,1,0,38652.0
8887,Manassas,VA,3.0,4.0,2342.0,14810.399999999996,acres,438000.0,0,0,1,0,50475.0
8888,Andover,KS,2.0,2.0,1452.0,8276.0,sqft,210000.0,0,0,1,0,38763.0
8889,Arlington,TX,3.0,3.0,2320.0,11761.2,acres,394000.0,0,0,1,0,41283.0
8890,Eagle River,AK,3.0,3.0,1635.0,0.0,sqft,344500.0,1,0,0,0,69040.0
8891,Moville,IA,3.0,3.0,2128.0,88426.79999999999,acres,170000.0,0,0,1,0,30063.0
8892,Deep River,CT,2.0,3.0,1566.0,49658.399999999994,acres,320000.0,0,0,1,0,53775.0
8893,Pismo Beach,CA,2.0,3.0,2186.0,5000.0,sqft,890000.0,0,0,1,0,62457.0
8894,Ewa Beach,HI,3.0,3.0,1096.0,0.0,sqft,683000.0,0,0,0,1,65382.0
8895,Roselle,IL,1.0,3.0,988.0,6050.484,sqft,263000.0,0,0,1,0,51875.0
8896,Clarion,IA,2.0,2.0,1356.0,0.0,sqft,143000.0,1,0,0,0,30280.0
8897,Mayfield,KY,2.0,3.0,1136.0,27878.4,acres,90000.0,0,0,1,0,19330.0
8898,Dallas,GA,2.0,3.0,1382.0,23522.4,acres,260000.0,0,0,1,0,38708.0
8899,Shrewsbury,PA,4.0,4.0,4547.0,25700.400000000005,acres,500000.0,0,0,1,0,26580.0
8900,Cheyenne,WY,3.0,4.0,2972.0,5662.8,sqft,387100.0,0,0,1,0,38638.0
8901,Riverhead,NY,3.0,4.0,2350.0,47916.00000000001,acres,635000.0,0,0,1,0,39820.0
8902,Denison,IA,3.0,5.0,2057.0,9147.6,sqft,194000.0,0,0,1,0,28328.0
8903,Frederick,CO,4.0,4.0,4068.0,7841.0,sqft,639000.0,0,0,1,0,61346.0
8904,Summerville,SC,3.0,3.0,1440.0,0.0,sqft,202000.0,0,0,0,1,41929.0
8905,Aurora,CO,3.0,4.0,2460.0,5358.0,sqft,567000.0,0,0,1,0,55588.0
8906,Burlington,IA,2.0,3.0,1232.0,10890.0,acres,154000.0,0,0,1,0,32373.0
8907,Haines City,FL,2.0,3.0,1408.0,5662.8,sqft,290000.0,0,0,1,0,26220.0
8908,North Providence,RI,1.0,3.0,2456.0,6174.0,sqft,340000.0,0,0,1,0,38576.0
8909,Boise,ID,2.0,4.0,1516.0,8712.0,sqft,427800.0,0,0,1,0,31407.0
8910,Lexington,KY,1.0,3.0,1025.0,7200.0,sqft,150000.0,0,0,1,0,33460.0
8911,Albany,OR,2.0,3.0,1443.0,6534.0,sqft,405000.0,0,0,1,0,41298.0
8912,Oklahoma City,OK,2.0,3.0,1240.0,7000.0,sqft,130000.0,0,0,1,0,44583.0
8913,Kahului,HI,1.0,2.0,1384.0,7501.0,sqft,930000.0,0,0,1,0,30813.0
8914,Manhattan,KS,3.0,4.0,3102.0,0.0,sqft,321100.0,1,0,0,0,30590.0
8915,Sun Prairie,WI,2.0,3.0,2022.0,11761.2,acres,315000.0,0,0,1,0,50173.0
8916,Boise,ID,1.0,2.0,1084.0,6098.4,sqft,475500.0,0,0,1,0,35231.0
8917,Cambridge,MD,1.0,3.0,1248.0,6534.0,sqft,245000.0,0,0,1,0,25864.0
8918,West Greenwich,RI,2.0,4.0,2431.0,217800.0,acres,689000.0,0,0,1,0,86875.0
8919,Fort Washington,MD,3.0,3.0,1802.0,10454.4,sqft,420000.0,0,0,1,0,72265.0
8920,Odenton,MD,2.0,3.0,2146.0,0.0,sqft,397000.0,0,0,0,1,78502.0
8921,Chicago,IL,3.0,4.0,2427.0,3841.992,sqft,370000.0,0,0,1,0,42209.0
8922,Lake Charles,LA,2.0,4.0,2257.0,9424.0,sqft,249600.0,0,0,1,0,32414.0
8923,New Castle,IN,2.0,3.0,1616.0,87120.0,acres,214000.0,0,0,1,0,29920.0
8924,Broken Arrow,OK,3.0,3.0,2491.0,15681.599999999999,acres,270000.0,0,0,1,0,46175.0
8925,Albany,GA,3.0,3.0,1994.0,69696.0,acres,265000.0,0,0,1,0,19202.0
8926,Wilmington,DE,3.0,3.0,1625.0,2613.6,sqft,355000.0,0,0,1,0,34758.0
8927,Omaha,NE,2.0,3.0,1460.0,7405.2,sqft,82000.0,0,0,1,0,21954.0
8928,McGregor,MN,1.0,2.0,592.0,26571.6,acres,320000.0,0,0,1,0,27328.0
8929,Fayetteville,AR,3.0,4.0,3178.0,43560.0,acres,547000.0,0,0,1,0,29257.0
8930,Prineville,OR,2.0,3.0,1416.0,196020.0,acres,450000.0,0,0,1,0,30065.0
8931,Stamford,CT,2.0,2.0,1400.0,0.0,sqft,370000.0,1,0,0,0,65338.0
8932,Foley,AL,2.0,3.0,1616.0,7512.0,sqft,235000.0,0,0,1,0,27440.0
8933,West Jordan,UT,2.0,3.0,1534.0,10018.0,sqft,637800.0,0,0,1,0,48064.0
8934,Loganville,GA,2.0,3.0,2376.0,38332.0,acres,314200.0,0,0,1,0,39737.0
8935,Augusta,ME,2.0,4.0,1782.0,2613.6,sqft,186100.0,0,1,0,0,31368.0
8936,Millstadt,IL,4.0,4.0,4190.0,217800.0,acres,600000.0,0,0,1,0,31065.0
8937,Philadelphia,PA,1.0,3.0,1350.0,0.0,sqft,155000.0,0,0,0,1,21798.0
8938,Honolulu,HI,4.0,5.0,2080.0,5294.0,sqft,920000.0,0,0,1,0,56813.0
8939,Boise,ID,2.0,2.0,990.0,3310.56,sqft,349900.0,0,0,1,0,38382.0
8940,Indianapolis,IN,3.0,4.0,2730.0,17498.052,acres,282500.0,0,0,1,0,49142.0
8941,Horace,ND,3.0,5.0,3016.0,108464.40000000001,acres,595200.0,0,0,1,0,45000.0
