median_income,zip_code
87981,02445
69262,02446
82672,02451
63827,02452
67964,02453
36175,02457
70462,02458
78125,02459
61314,02460
69688,02461
32188,02462
73611,02464
78750,02465
50375,02466
86709,02467
62500,02468
80944,02472
70871,02474
52028,02476
62854,02478
86719,02481
63854,02482
72308,02492
41146,02493
39180,02494
41320,02532
71422,02534
51364,02535
45560,02536
66500,02537
32883,02538
51695,02539
30504,02540
36175,02542
74241,02543
36175,02553
63516,02554
57384,02556
62578,02557
33487,02558
37375,02559
54154,02561
56538,02562
56327,02563
36175,02564
41667,02568
45333,02571
36175,02575
41210,02576
36175,02584
31653,02601
62065,02630
45788,02631
62561,02632
38750,02633
57132,02635
36175,02637
52174,02638
39722,02639
36175,02641
38798,02642
36175,02643
39500,02644
44286,02645
40441,02646
36175,02647
61300,02648
45020,02649
36175,02650
36175,02651
48929,02652
41063,02653
57019,02655
43750,02657
36125,02659
31907,02660
73472,02663
42910,02664
27734,02666
56813,02667
69716,02668
36175,02669
38750,02670
32443,02671
36175,02672
45767,02673
42669,02675
55100,02702
39968,02703
36175,02713
50020,02715
36027,02717
80171,02718
35148,02719
36487,02720
18912,02721
25802,02723
27050,02724
36688,02725
42106,02726
47419,02738
53567,02739
27514,02740
44919,02743
27671,02744
37780,02745
22376,02746
41436,02747
38333,02748
43211,02760
55938,02762
72596,02763
42308,02764
56219,02766
36525,02767
56597,02769
73438,02770
43561,02771
37846,02777
103162,02779
34685,02780
42689,02790
43274,02791
36175,02802
102806,02804
52100,02806
50278,02807
36175,02808
41310,02809
36175,02812
49306,02813
51055,02814
36175,02815
41227,02816
86875,02817
49401,02818
31728,02822
47273,02825
21027,02826
50893,02827
42974,02828
29936,02830
72872,02831
55595,02832
22891,02833
48510,02835
36175,02836
60417,02837
49913,02838
40337,02839
47190,02840
36175,02841
46331,02842
49058,02852
61346,02857
36175,02858
50000,02859
29214,02860
42574,02861
13961,02863
32669,02864
34872,02865
40189,02871
36175,02872
36175,02873
63854,02874
36175,02875
36175,02876
44564,02878
46887,02879
47292,02881
33486,02882
33419,02885
36772,02886
41070,02888
43226,02889
34046,02891
49821,02892
38690,02893
66016,02894
28185,02895
35271,02896
36175,02898
30556,02903
24281,02904
29422,02905
56711,02906
33125,02907
42702,02908
25497,02909
51625,02910
38576,02911
36175,02912
27006,02914
25607,02915
48261,02916
50034,02917
39659,02919
36939,02920
30625,02921
66750,03031
90278,03032
56971,03033
34948,03034
67386,03036
91434,03037
48846,03038
43250,03042
53750,03043
70708,03044
44868,03045
62813,03046
32500,03047
42978,03048
52304,03049
58320,03051
71250,03052
53350,03053
50961,03054
40030,03055
93984,03057
34294,03060
61888,03062
56141,03063
40342,03064
62386,03070
53775,03071
61908,03076
42188,03077
39356,03079
77500,03082
57386,03084
60625,03086
60250,03087
28972,03101
42435,03102
46523,03103
42267,03104
48875,03106
53864,03109
53292,03110
36175,03215
45478,03216
31908,03217
36175,03218
39153,03220
36964,03221
33421,03222
34712,03223
42596,03224
49479,03225
53750,03226
55313,03227
51643,03229
36500,03230
36175,03231
36175,03233
43289,03234
30757,03235
41719,03237
2500,03238
39038,03240
38984,03241
20375,03242
56964,03243
63162,03244
37250,03245
35017,03246
41509,03249
28472,03251
38686,03253
37250,03254
69792,03255
36801,03256
45156,03257
61250,03258
56944,03259
65096,03260
51591,03261
35972,03262
34726,03263
44420,03264
38571,03266
48654,03268
33914,03269
106042,03273
44853,03275
40147,03276
27805,03278
36250,03279
38269,03280
60167,03281
41591,03282
30227,03284
35903,03285
55750,03287
60671,03290
36175,03291
228295,03293
35505,03301
42383,03303
42857,03304
35030,03307
32929,03431
39732,03440
33611,03441
48125,03442
36175,03443
40625,03444
46094,03445
38061,03446
37308,03447
40625,03448
48194,03449
46875,03450
34960,03451
41823,03452
34375,03455
39531,03456
64375,03457
37176,03458
36719,03461
36175,03462
32143,03464
31528,03465
39917,03466
52083,03467
33500,03470
33529,03561
23954,03570
26786,03574
36175,03575
33071,03576
22222,03579
55900,03580
37939,03581
28173,03582
31719,03583
33094,03584
33750,03585
33929,03586
42011,03588
21354,03590
31750,03592
48750,03593
38125,03595
21875,03597
28750,03598
45313,03601
44432,03602
25694,03603
36175,03604
36705,03605
51875,03607
48090,03608
37857,03609
31429,03740
53468,03741
28338,03743
45357,03745
36175,03746
50259,03748
36175,03750
20870,03751
47500,03752
46324,03753
36175,03754
59762,03755
57778,03765
47235,03766
59167,03768
36175,03770
25625,03771
32216,03773
27411,03774
54250,03777
54886,03779
36175,03780
60313,03781
47898,03782
32022,03784
28698,03785
62045,03801
29483,03809
36175,03810
51991,03811
35042,03812
51970,03813
25066,03814
36175,03816
12245,03817
26113,03818
41743,03819
47620,03820
55625,03823
30046,03824
31706,03825
52500,03826
45592,03827
41188,03830
48125,03832
43010,03833
38600,03835
49773,03836
50227,03837
49667,03838
49864,03839
103194,03840
55694,03841
55479,03842
36175,03844
43902,03845
61250,03846
115547,03847
44531,03848
32222,03849
2500,03850
33594,03851
36175,03852
30500,03853
51705,03854
47083,03855
36175,03856
50145,03857
63456,03858
34764,03860
77771,03861
48750,03862
26394,03864
50978,03865
32076,03867
29041,03868
35750,03869
73136,03870
36175,03871
36175,03872
57279,03873
41711,03874
81250,03875
41306,03878
31786,03882
36175,03883
51744,03884
47197,03885
29201,03886
42109,03887
36175,03890
28292,03894
46016,03901
45731,03902
38868,03903
46500,03904
36175,03905
45867,03906
43194,03907
47740,03908
42394,03909
36175,03910
36175,03911
26875,04001
39537,04002
36175,04003
38200,04005
35769,04006
28750,04008
42083,04009
27083,04010
37461,04011
29861,04015
33462,04017
36175,04019
25076,04020
78018,04021
36250,04022
44583,04024
39525,04027
43625,04029
36175,04030
49676,04032
21642,04037
45703,04038
48154,04039
24701,04040
30417,04041
38472,04042
42399,04043
40650,04046
32734,04047
22031,04048
38409,04049
31250,04050
38942,04051
50118,04055
41875,04056
36175,04057
36175,04061
48091,04062
26343,04063
44152,04064
36175,04066
26667,04068
55982,04069
41492,04071
53065,04072
30936,04073
51012,04074
49844,04076
39318,04079
38438,04083
31977,04084
35132,04085
38904,04086
36175,04087
38214,04088
30966,04090
25000,04091
44360,04092
32083,04093
35536,04095
41528,04096
53472,04097
42179,04101
43377,04102
48008,04103
45385,04105
46639,04106
61699,04107
45938,04108
36175,04109
36175,04110
33156,04210
28750,04216
25208,04217
24500,04219
40278,04220
23750,04221
49441,04222
24236,04224
24167,04226
36175,04227
36175,04228
20250,04231
36175,04234
40276,04236
36175,04237
48333,04238
38356,04239
27122,04240
37188,04250
43403,04252
33750,04253
17431,04254
41667,04255
18895,04256
26146,04257
46923,04258
26307,04259
53750,04260
22344,04261
38571,04263
38289,04265
36175,04267
25452,04268
23929,04270
36175,04271
46525,04274
24167,04275
32424,04276
51349,04280
28885,04281
34418,04282
31607,04284
25625,04285
36175,04286
28992,04287
14405,04289
40526,04290
36250,04292
19734,04294
31368,04330
29792,04342
36175,04343
33603,04344
32219,04345
33875,04346
37431,04347
42831,04348
34500,04349
34837,04350
40089,04351
41442,04352
33125,04353
29722,04354
41550,04355
31528,04357
39792,04358
31458,04359
29583,04360
37946,04363
30469,04364
29940,04401
19659,04406
44500,04408
32875,04410
43625,04411
29323,04412
36175,04413
18750,04414
22813,04415
23952,04416
16985,04417
22625,04418
35833,04419
38646,04421
29167,04422
17292,04424
17247,04426
27042,04427
35054,04428
30469,04429
22734,04430
36175,04431
39375,04434
24135,04435
29853,04438
24063,04441
36175,04442
17000,04443
36231,04444
19375,04448
36607,04449
36625,04450
21058,04451
21250,04453
36175,04454
19063,04455
41111,04456
27585,04457
19063,04459
22969,04460
23036,04461
20170,04462
18783,04463
27679,04464
26209,04468
36175,04469
17500,04471
38750,04472
26078,04473
31375,04474
27727,04475
31667,04476
24375,04478
26989,04479
24375,04481
30625,04485
18167,04487
43250,04488
11172,04489
36175,04490
26000,04491
36175,04492
28472,04493
37768,04495
25436,04496
14167,04497
36801,04530
37083,04535
37429,04537
26250,04538
52917,04539
36175,04541
34500,04543
36175,04544
28250,04547
60625,04548
43750,04551
32500,04553
46528,04554
31016,04555
40952,04556
36175,04558
34125,04562
29762,04563
28973,04564
41094,04568
36175,04570
36175,04571
24944,04572
53333,04573
36364,04574
36175,04575
34167,04576
23525,04578
55938,04579
33066,04605
24167,04606
25583,04607
22446,04609
36175,04611
36175,04612
36175,04613
44495,04614
26339,04616
36175,04617
17629,04619
18750,04622
29000,04623
36175,04624
45469,04625
23333,04626
22292,04627
16667,04628
36175,04629
26406,04630
16750,04631
29907,04634
36175,04635
22000,04637
33846,04640
36175,04642
30729,04643
36175,04644
36175,04645
36175,04646
15750,04648
25208,04649
36175,04650
26188,04652
35833,04653
18750,04654
33594,04655
27500,04657
18864,04658
44444,04660
40870,04662
38036,04664
23125,04666
37917,04667
16544,04668
14091,04669
24485,04671
36175,04673
36175,04674
36175,04675
32361,04676
42750,04677
27847,04679
22455,04680
33681,04681
98214,04683
39125,04684
26042,04685
36175,04686
32500,04691
25096,04693
38594,04694
20191,04730
27375,04732
27986,04733
36175,04734
21250,04735
24271,04736
18462,04739
20833,04740
36175,04741
16030,04742
25638,04743
27273,04745
16964,04746
19107,04747
21250,04750
18481,04756
24375,04757
21726,04758
23125,04760
27273,04761
30625,04762
15833,04763
26875,04764
21705,04765
30536,04766
31250,04768
23208,04769
21875,04772
36175,04773
16429,04774
26071,04776
17813,04777
21250,04779
16961,04780
36175,04781
36175,04783
15428,04785
18229,04786
21786,04787
29718,04841
46500,04843
34464,04847
34375,04848
42500,04849
36175,04851
36175,04852
58000,04853
41125,04854
36175,04855
41715,04856
33750,04858
40764,04859
30645,04860
27159,04861
28036,04862
33295,04863
55898,04864
30116,04901
27328,04910
29397,04911
17679,04912
28906,04915
46719,04917
95787,04918
20441,04920
27500,04921
23889,04922
14615,04923
22697,04924
35625,04925
36175,04926
25078,04927
23864,04928
21250,04929
19185,04930
26875,04932
36175,04933
18646,04936
17407,04937
29494,04938
16339,04939
36175,04940
36875,04941
22969,04942
17688,04943
36175,04944
27841,04945
26098,04947
25313,04949
18865,04950
23214,04951
28125,04952
18750,04953
25357,04955
25714,04956
33382,04957
20625,04958
30000,04961
36175,04962
24313,04963
35893,04964
21838,04965
22946,04966
17609,04967
35625,04969
40707,04970
22235,04971
33571,04973
19623,04974
36175,04975
22482,04976
43864,04978
31250,04979
43375,04981
20208,04982
24286,04983
36250,04984
24375,04985
21016,04986
31875,04987
20417,04988
45526,04989
36175,04992
33750,05001
36175,05031
33611,05032
26932,05033
36175,05034
36175,05035
41500,05036
50833,05037
31359,05038
25694,05039
75875,05040
36175,05041
30833,05042
51563,05043
33250,05045
29167,05046
35184,05048
36175,05050
24968,05051
54844,05052
41477,05053
41250,05055
33250,05056
29750,05058
36175,05059
41285,05060
52596,05061
36175,05062
28897,05065
68333,05067
31694,05068
35417,05069
36313,05070
36175,05071
36175,05072
56250,05075
24167,05076
44076,05077
47188,05079
18750,05081
14583,05083
36175,05084
36563,05086
29813,05089
48281,05091
30552,05101
16083,05141
21071,05142
17027,05143
32727,05146
37750,05148
41964,05149
31895,05150
36175,05151
25750,05152
36964,05153
24375,05154
27083,05155
31576,05156
59018,05158
38929,05161
34615,05201
42415,05250
33229,05251
77188,05252
12161,05253
47292,05254
25508,05255
36175,05257
29063,05260
43472,05261
40174,05262
29145,05301
54861,05340
53173,05341
24630,05342
43750,05343
36923,05345
42852,05346
29205,05350
30625,05352
27841,05353
36750,05354
32778,05355
37375,05356
54583,05358
52935,05359
41324,05360
33333,05361
36175,05362
30040,05363
34115,05401
52017,05403
45545,05404
36175,05405
41333,05408
36175,05439
23571,05440
51750,05441
36175,05442
39716,05443
53092,05444
45192,05445
48495,05446
36175,05447
30938,05448
29500,05450
53040,05452
41707,05454
55521,05455
53813,05456
37813,05457
49643,05458
38889,05459
45322,05461
54792,05462
35000,05463
41250,05464
61774,05465
44750,05468
23000,05471
32614,05472
50625,05473
55625,05474
19911,05476
54853,05477
37155,05478
36175,05481
50639,05482
37857,05483
36175,05485
50750,05486
42344,05487
38043,05488
54904,05489
41776,05491
31406,05492
58750,05494
53353,05495
42961,05602
36175,05640
28801,05641
28393,05647
57813,05648
36175,05649
49271,05650
28362,05651
43036,05652
36175,05653
31458,05654
42935,05655
22718,05656
2500,05657
53150,05658
47969,05660
36853,05661
48468,05663
36175,05664
35750,05667
43542,05669
34115,05672
42599,05673
47273,05674
44886,05675
36964,05676
53981,05677
36175,05678
29321,05679
44219,05680
36175,05681
38047,05682
28725,05701
63281,05730
36175,05732
30121,05733
35833,05734
27917,05735
29375,05736
46071,05737
50455,05738
44083,05739
36175,05740
39583,05742
32813,05743
26339,05744
48750,05747
35750,05748
41838,05751
36857,05753
36094,05757
39444,05758
30493,05759
42083,05760
27188,05761
40625,05762
36326,05763
30625,05764
39091,05765
48036,05766
30313,05767
50625,05769
36473,05770
44167,05772
31000,05773
36875,05774
27232,05775
33036,05776
38750,05777
31667,05778
28370,05819
24125,05820
28333,05821
22500,05822
29087,05824
36175,05825
32750,05826
36175,05827
37500,05828
19053,05829
22277,05830
41250,05832
35625,05833
35391,05836
22188,05837
25938,05839
31111,05841
33750,05842
35625,05843
24250,05845
20625,05846
26607,05847
36175,05850
24667,05851
35313,05853
23152,05855
44688,05857
20313,05858
31250,05859
28854,05860
38958,05862
31375,05866
21250,05867
36175,05868
26750,05871
25214,05872
41518,05873
26667,05874
35417,05875
36175,05901
10375,05902
37632,05903
25938,05904
33229,05905
23056,05906
33125,05907
52586,06001
45821,06002
45411,06010
68867,06013
45000,06016
29010,06018
48750,06019
36175,06020
87917,06021
36175,06022
36175,06023
61667,06024
50125,06026
53125,06027
53911,06029
42625,06031
52188,06032
54500,06033
54044,06035
47655,06037
38382,06039
44513,06040
60293,06042
55489,06043
26295,06051
47594,06052
41140,06053
60907,06057
33421,06058
36175,06059
69327,06060
36175,06061
46038,06062
54583,06063
55500,06065
42152,06066
58780,06067
44675,06068
47973,06069
50679,06070
60694,06071
64954,06073
45509,06074
40855,06076
54263,06078
45179,06081
45026,06082
63889,06084
47762,06085
44229,06088
61125,06089
36175,06090
36175,06091
38456,06092
101528,06093
54863,06095
41573,06096
40147,06098
76250,06103
27507,06105
20940,06106
65800,06107
30714,06108
44276,06109
53676,06110
57899,06111
20898,06112
23530,06114
61795,06117
41117,06118
57080,06119
18052,06120
36175,06160
23897,06226
59958,06231
63824,06232
23750,06234
58000,06235
59531,06237
54276,06238
33438,06239
33458,06241
42188,06242
36175,06243
52500,06247
60161,06248
59312,06249
38864,06250
41016,06254
34125,06255
44417,06256
43500,06259
36161,06260
62991,06262
36175,06263
36175,06264
49755,06266
23783,06268
36175,06269
37375,06277
39853,06278
42724,06279
63047,06280
34537,06281
36175,06282
35459,06320
44000,06330
43724,06331
41071,06332
66597,06333
67083,06334
52438,06335
36175,06336
60724,06339
48206,06340
36175,06350
36556,06351
36175,06353
38925,06354
61332,06355
54115,06357
40400,06359
40374,06360
41382,06365
51429,06370
45022,06371
36175,06373
37895,06374
71563,06375
36175,06376
63906,06377
59412,06378
41058,06379
27340,06380
44702,06382
51250,06384
45972,06385
36175,06387
36175,06389
36175,06390
39401,06401
56397,06403
52987,06405
36175,06409
55625,06410
55000,06412
36693,06413
36175,06414
59430,06415
58164,06416
53775,06417
38306,06418
49479,06419
63971,06420
56753,06422
76181,06423
53956,06424
52881,06426
60377,06437
36175,06438
71607,06441
65558,06442
52000,06443
36175,06444
52326,06447
46897,06450
42511,06451
68281,06455
36175,06456
42177,06457
52970,06460
53520,06461
36175,06467
39636,06468
26603,06469
47054,06470
46358,06471
77932,06472
50171,06473
54615,06475
53523,06477
64205,06478
46361,06479
48281,06480
68088,06481
48500,06482
37823,06483
48887,06484
48311,06488
39764,06489
50307,06492
36865,06498
53902,06510
32930,06511
43569,06512
30173,06513
53861,06514
36952,06515
41536,06516
47623,06517
43208,06518
20619,06519
36175,06524
36175,06525
23525,06604
35085,06605
40896,06606
25913,06607
18494,06608
27488,06610
49639,06611
81583,06612
47367,06614
48259,06615
12222,06702
22156,06704
32321,06705
30199,06706
37376,06708
18560,06710
52148,06712
47250,06716
36719,06750
46190,06751
78438,06752
70313,06754
36175,06755
51719,06756
58885,06757
161250,06758
37240,06759
47031,06762
43750,06763
43242,06770
53158,06776
53036,06777
36836,06778
42292,06779
32049,06782
85000,06783
63564,06784
69107,06785
42994,06786
38947,06787
39828,06790
49716,06791
36175,06793
31094,06794
39124,06795
51827,06796
50273,06798
51357,06801
63036,06804
71250,06807
44652,06810
61697,06811
65128,06812
56766,06820
56156,06824
55345,06825
57460,06830
64531,06831
79632,06840
68938,06850
66048,06851
58333,06853
62532,06854
46080,06855
36175,06856
79427,06870
69385,06877
86667,06878
75052,06880
102279,06883
131528,06890
65694,06896
64013,06897
56641,06901
64323,06902
95431,06903
65338,06905
61522,06906
49524,06907
41647,07001
42818,07002
53720,07003
55792,07004
59718,07005
60154,07006
43814,07008
49511,07009
43819,07010
27075,07011
48468,07012
38892,07013
81389,07014
51786,07016
36060,07017
29201,07018
86815,07020
78295,07021
32283,07022
74545,07023
57850,07024
40831,07026
68750,07027
70921,07028
54539,07029
117201,07030
46856,07031
46048,07032
64259,07033
54392,07034
69722,07035
38205,07036
56754,07039
52500,07040
57361,07041
69332,07042
81071,07043
67250,07044
47336,07045
36175,07046
40095,07047
30104,07050
55590,07052
60333,07054
21450,07055
46823,07057
36175,07058
73534,07059
34758,07060
52452,07062
32983,07063
59901,07064
44035,07065
52574,07066
57585,07067
44063,07068
36175,07069
57371,07070
49103,07071
58618,07072
41012,07073
32188,07074
65703,07075
51645,07076
61213,07077
116932,07078
44583,07079
50521,07080
53846,07081
59890,07082
46735,07083
81726,07086
33982,07087
54278,07088
65744,07090
37341,07092
46224,07093
61750,07094
44536,07095
16697,07102
18825,07103
22845,07104
33997,07105
29798,07106
17256,07107
19138,07108
42564,07109
50653,07110
31302,07111
30191,07112
15229,07114
27248,07201
36422,07202
40284,07203
51776,07204
44943,07205
26824,07206
31463,07208
107366,07302
27385,07304
33715,07305
40243,07306
51947,07307
111918,07310
154183,07311
30284,07401
66818,07403
73705,07405
34091,07407
62540,07410
34681,07416
81739,07417
134327,07418
53182,07419
56016,07420
74063,07421
72031,07422
126058,07423
61875,07424
58298,07430
57241,07432
50050,07435
86902,07436
58542,07438
49063,07439
19107,07440
63810,07442
38893,07444
72176,07446
84583,07450
40761,07452
61507,07456
73514,07457
84167,07458
48295,07460
45281,07461
71008,07462
59273,07463
54023,07465
61141,07470
41098,07480
56075,07481
36175,07495
16074,07501
30168,07502
22074,07503
45461,07504
13856,07505
56159,07506
43975,07508
65417,07512
17259,07513
28474,07514
25349,07522
19732,07524
52467,07601
52857,07603
37225,07604
43393,07605
38889,07606
48974,07607
36175,07608
36175,07620
50488,07621
48346,07624
92917,07626
66477,07627
47650,07628
33590,07630
63447,07631
68500,07632
42188,07640
85000,07641
49205,07642
49265,07643
48931,07644
51816,07645
54375,07646
48654,07647
42750,07648
62125,07649
47557,07650
41269,07652
42196,07656
41701,07657
44819,07660
58750,07661
49900,07662
50231,07663
47875,07666
72000,07670
61287,07675
50074,07676
77933,07677
58948,07701
45000,07702
36175,07703
93194,07704
62143,07711
39858,07712
50787,07716
66429,07717
76474,07718
64855,07719
57935,07720
56958,07721
46823,07722
25625,07723
48586,07724
44861,07726
43438,07727
42317,07728
37344,07730
59384,07731
37473,07732
42303,07733
29554,07734
41346,07735
37188,07737
30250,07738
45096,07739
48156,07740
55438,07746
60055,07747
53556,07748
60156,07750
84107,07751
46455,07753
53233,07755
53378,07756
34145,07757
46852,07758
68814,07760
51450,07762
39142,07764
38963,07801
54643,07803
36175,07820
63036,07821
128636,07822
29650,07823
49265,07825
53355,07826
32407,07827
48863,07828
47875,07830
42188,07832
48375,07833
56829,07834
49844,07836
68352,07838
47705,07840
36175,07842
58468,07843
36175,07846
54231,07847
55242,07848
46548,07849
46974,07850
106250,07851
47976,07852
93438,07853
76098,07856
46696,07857
50278,07860
42976,07863
97232,07865
56151,07866
63508,07869
36175,07870
73679,07871
59321,07874
49444,07876
100509,07878
36175,07880
36175,07881
51349,07882
62609,07885
79583,07901
82241,07920
92000,07921
54907,07922
60096,07924
36175,07926
123942,07927
75556,07928
86723,07930
95875,07931
47321,07932
60441,07933
35326,07934
36175,07935
55547,07936
41250,07939
64299,07940
42039,07945
71042,07946
68456,07950
82813,07960
36175,07961
36175,07970
54848,07974
36175,07976
36175,07977
237742,07979
19867,07980
61196,07981
37727,08001
48080,08002
45789,08003
55208,08004
41672,08005
36175,08006
40437,08007
50900,08008
48018,08009
43372,08010
36175,08011
47936,08012
36175,08014
44063,08015
44763,08016
75938,08019
49286,08020
31594,08021
53607,08022
29643,08023
44750,08026
41000,08027
39259,08028
30661,08029
32770,08030
41837,08031
51790,08033
45488,08034
43350,08035
52903,08036
48390,08037
32917,08038
36175,08039
28750,08041
36175,08042
42466,08043
16815,08045
47646,08046
42917,08048
45221,08049
50616,08050
48906,08051
43242,08052
59356,08053
57758,08054
57047,08055
60417,08056
54216,08057
36250,08059
56101,08060
84412,08061
38264,08062
29750,08063
36175,08064
56120,08065
35347,08066
45313,08067
37288,08068
