median_income,zip_code
81959,22152
90179,22153
38750,22172
93824,22180
80983,22181
80139,22182
36175,22185
61728,22191
78526,22192
67246,22193
109345,22201
99825,22202
91321,22203
75563,22204
87573,22205
94559,22206
103728,22207
90885,22209
36175,22211
111827,22213
36175,22214
97173,22301
86496,22302
81816,22303
76505,22304
84617,22305
61844,22306
82353,22307
84355,22308
61304,22309
94910,22310
64916,22311
80285,22312
102263,22314
103195,22315
48534,22401
54595,22405
45671,22406
54385,22407
54483,22408
38092,22427
36175,22432
36175,22433
42589,22435
36175,22436
36175,22437
23125,22438
35669,22443
36175,22448
51080,22454
40216,22460
44219,22469
35637,22473
36175,22476
36175,22480
32739,22482
54915,22485
36175,22488
22269,22503
36175,22504
54489,22508
36175,22509
51761,22511
29450,22514
28155,22520
36175,22529
36175,22530
35192,22534
41250,22535
36175,22538
37692,22539
69018,22542
42396,22546
36175,22548
42266,22551
53839,22553
77152,22554
70505,22556
31010,22560
28179,22567
25000,22572
36175,22576
36518,22578
36175,22579
44136,22580
41025,22601
50311,22602
40694,22603
39786,22610
19623,22611
36757,22620
66797,22623
38438,22624
46518,22625
36175,22627
38893,22630
46619,22637
23787,22639
36175,22640
36175,22641
58998,22642
36175,22643
34531,22644
34107,22645
36175,22646
36175,22650
53542,22652
36175,22654
50578,22655
48875,22656
30514,22657
37875,22660
36175,22663
25282,22664
36558,22701
2500,22709
36175,22711
49573,22712
36175,22713
36175,22714
52279,22715
22019,22716
76111,22718
36175,22719
70156,22720
37976,22722
36175,22723
36175,22724
38490,22726
38403,22727
68750,22728
36175,22729
36175,22730
36175,22731
36175,22732
49545,22733
57788,22734
36175,22735
41625,22736
59076,22737
36175,22738
46838,22740
36175,22741
85625,22742
36175,22743
31604,22747
36175,22749
32884,22801
31276,22802
36175,22807
70542,22810
36175,22811
40179,22812
35000,22815
48400,22820
31061,22821
38326,22824
30183,22827
45438,22830
42431,22831
41042,22832
31125,22834
29192,22835
43527,22840
36510,22841
40502,22842
36964,22843
21038,22844
36175,22845
66154,22846
48304,22847
26250,22849
33068,22850
24708,22851
29750,22853
51119,22901
53544,22902
38034,22903
36175,22904
51477,22911
40000,22920
39300,22922
56978,22923
61477,22931
41429,22932
28419,22935
63409,22936
28977,22937
68409,22938
28041,22939
42770,22940
37432,22942
36175,22943
36175,22946
57639,22947
36175,22948
25667,22949
37950,22952
18239,22958
49583,22959
35478,22960
45164,22963
36175,22964
36175,22967
53432,22968
45435,22969
36175,22971
36175,22972
34052,22973
48452,22974
36175,22976
31658,22980
36175,22989
24654,23002
17102,23004
38740,23005
40247,23009
36175,23011
48958,23015
36175,23021
32861,23022
36175,23023
33513,23024
36175,23025
20625,23027
27784,23030
39239,23032
42794,23035
36175,23038
48125,23039
33039,23040
30972,23043
36175,23045
35577,23047
63750,23050
36175,23055
36175,23056
53302,23059
60199,23060
47535,23061
34917,23062
15602,23063
36175,23064
24886,23065
36175,23066
36175,23068
42849,23069
36175,23070
41875,23071
37388,23072
30290,23075
36175,23076
36175,23079
35673,23083
31359,23084
35139,23085
37417,23086
29363,23089
46310,23091
36175,23092
30530,23093
61000,23102
36175,23103
35676,23106
36175,23108
36175,23109
25724,23110
44125,23111
49502,23112
52615,23113
52487,23114
36175,23115
52908,23116
46696,23117
36175,23119
43700,23120
16486,23123
37017,23124
36175,23125
36175,23126
86799,23128
90313,23129
36175,23130
36175,23138
48375,23139
38594,23140
40050,23141
69211,23146
26350,23148
47500,23149
42500,23150
56033,23153
36175,23156
36175,23160
17011,23161
36175,23163
53917,23168
36175,23169
36175,23173
21969,23175
55473,23176
46667,23177
27083,23180
31591,23181
43171,23185
36175,23187
45089,23188
32279,23192
35409,23219
33575,23220
57917,23221
30041,23222
32142,23223
34950,23224
37217,23225
63479,23226
32830,23227
40319,23228
49337,23229
45179,23230
34931,23231
61457,23233
36220,23234
49970,23235
53175,23236
39333,23237
46175,23238
36175,23250
47021,23294
21887,23301
36175,23302
36175,23303
36175,23304
53571,23306
36175,23307
31654,23308
26541,23310
38188,23313
44808,23314
27321,23315
18250,23316
46336,23320
51145,23321
55217,23322
45631,23323
24128,23324
46063,23325
32688,23336
36175,23337
46389,23347
21513,23350
36175,23354
28750,23356
36175,23357
36175,23358
36175,23359
36175,23389
36175,23395
36175,23398
22500,23401
55526,23405
36175,23407
36175,23408
36175,23409
27188,23410
31250,23413
36175,23414
22816,23415
36175,23416
34167,23417
47500,23418
24375,23420
17425,23421
36175,23422
35417,23423
36175,23426
25313,23427
41250,23430
36175,23432
39531,23433
29363,23434
57491,23435
30179,23436
39659,23437
36175,23438
36175,23440
36175,23441
60625,23442
54098,23451
46106,23452
51270,23453
50440,23454
49441,23455
58071,23456
48056,23457
19375,23459
36175,23460
36175,23461
51906,23462
46730,23464
31855,23480
36175,23486
33824,23487
36175,23488
33942,23502
44472,23503
19504,23504
34157,23505
45814,23507
30376,23508
41852,23509
56100,23510
36175,23511
32020,23513
46678,23517
41388,23518
19779,23523
36175,23551
36302,23601
43447,23602
41518,23603
44276,23604
35031,23605
40739,23606
22301,23607
36390,23608
71250,23651
36606,23661
31818,23662
37335,23663
46232,23664
36175,23665
41703,23666
36622,23669
36493,23690
36175,23691
41250,23692
66798,23693
45509,23696
43511,23701
30321,23702
45703,23703
27500,23704
35099,23707
36175,23708
36175,23709
51136,23801
30051,23803
37044,23805
36175,23806
24375,23821
22898,23824
36175,23827
13068,23828
29375,23829
36175,23830
44848,23831
51178,23832
19904,23833
34596,23834
46842,23836
24000,23837
51912,23838
17143,23839
32643,23840
20135,23841
41140,23842
24583,23843
19259,23844
36175,23845
39038,23846
22885,23847
36175,23850
23822,23851
46125,23856
36175,23857
25079,23860
37500,23866
24896,23867
15805,23868
37276,23872
35469,23874
44102,23875
40909,23876
36175,23878
36175,23879
32829,23881
23654,23882
38523,23883
36175,23884
35174,23885
36175,23887
22438,23888
33798,23889
38750,23890
36175,23891
88333,23893
36175,23894
27467,23897
36594,23898
26042,23899
25129,23901
36175,23909
38929,23915
28333,23917
34615,23919
32045,23920
30185,23921
37031,23922
25114,23923
23819,23924
26162,23927
21603,23930
36175,23934
28964,23936
19167,23937
51023,23938
22788,23942
36175,23943
18438,23944
21210,23947
30083,23950
21250,23952
33047,23954
36175,23958
16406,23959
21591,23960
36175,23962
36175,23963
32583,23964
38558,23966
16657,23967
37917,23968
21110,23970
17500,23974
36175,23976
50081,24011
30850,24012
22146,24013
32409,24014
41801,24015
23938,24016
24889,24017
40936,24018
41240,24019
36175,24020
24003,24053
23688,24054
20324,24055
36175,24058
37404,24059
24433,24060
29779,24064
29881,24065
37027,24066
34423,24067
21125,24069
35865,24070
36175,24072
37397,24073
22717,24076
30078,24077
25725,24078
26977,24079
21042,24082
69886,24083
25245,24084
23724,24085
36175,24086
53722,24087
25037,24088
25995,24089
32837,24090
23750,24091
28836,24092
36175,24093
31609,24095
42656,24101
18494,24102
47617,24104
18750,24105
23866,24112
19519,24120
28722,24121
33906,24122
30129,24124
31574,24127
38750,24128
36175,24130
36175,24131
2500,24132
20375,24133
43088,24134
36131,24136
24906,24137
36175,24138
36175,24139
24715,24141
36175,24142
32656,24147
20976,24148
28832,24149
30150,24150
28428,24151
36288,24153
36175,24161
40857,24162
17500,24165
36175,24167
36175,24168
16592,24171
16870,24174
41120,24175
36175,24176
32912,24179
46222,24184
36175,24185
21962,24201
24426,24202
23967,24210
34242,24211
17250,24216
14375,24217
23939,24219
18750,24220
11250,24221
22083,24224
21385,24225
16979,24226
19421,24228
14519,24230
19271,24236
21500,24237
36175,24239
17244,24243
22628,24244
26429,24245
36175,24246
20795,24248
23625,24250
18469,24251
19063,24256
25539,24258
14851,24260
19702,24263
9138,24265
23103,24266
21250,24269
32230,24270
12455,24271
10968,24272
18986,24273
15733,24277
18898,24279
36175,24280
14821,24281
13047,24282
19712,24283
23482,24290
18152,24292
20924,24293
30525,24301
18406,24311
24000,24312
31635,24313
18929,24314
29063,24315
36175,24316
15932,24317
36175,24318
26275,24319
36175,24322
36175,24323
50217,24324
36175,24325
21944,24326
32550,24328
14531,24330
23430,24333
24405,24340
25968,24343
32000,24347
21250,24348
19135,24350
15833,24351
22083,24352
18438,24354
24353,24360
27000,24361
25125,24363
16250,24366
24408,24368
18421,24370
35302,24374
14236,24375
50313,24377
16486,24378
19049,24380
40521,24381
27320,24382
33432,24401
36175,24411
36175,24412
36175,24413
36175,24415
23269,24416
22148,24421
21392,24422
29321,24426
18125,24430
31653,24431
54196,24432
36175,24433
24828,24435
36175,24437
36175,24439
37074,24440
30284,24441
24375,24442
44571,24445
18571,24448
36432,24450
18009,24457
22778,24458
36175,24459
36175,24460
36175,24464
37083,24465
64911,24467
42788,24471
25598,24472
11553,24473
27411,24474
36175,24476
31272,24477
36175,24479
40650,24482
36175,24483
39375,24484
21354,24485
33625,24486
36175,24487
26597,24501
32872,24502
42750,24503
22689,24504
23067,24517
16745,24520
23503,24521
27530,24522
26370,24523
44018,24526
35500,24527
21929,24528
25380,24529
36175,24530
28426,24531
12074,24534
36175,24536
31544,24538
34423,24539
25223,24540
24523,24541
29821,24549
28027,24550
34934,24551
36175,24553
25750,24554
23654,24555
39583,24556
26757,24557
16536,24558
36175,24562
20694,24563
23875,24565
24679,24566
22870,24569
36175,24570
24292,24571
26944,24572
38000,24574
25258,24577
36175,24578
29276,24579
59091,24580
36175,24581
21793,24586
24190,24588
18185,24589
32470,24590
24022,24592
36175,24593
25817,24594
36175,24595
24514,24597
26850,24598
36175,24599
36175,24601
36175,24602
24449,24603
12014,24604
34446,24605
36175,24606
38750,24607
25880,24609
36175,24612
36175,24613
18391,24614
15488,24620
16563,24622
36175,24628
21064,24630
20385,24631
19211,24634
36175,24635
31384,24637
21360,24639
14592,24641
21193,24646
20139,24649
25433,24651
26875,24656
11719,24657
18736,24701
36175,24712
15000,24714
10500,24715
36175,24716
36175,24719
36175,24724
25227,24726
36175,24729
36175,24731
24215,24733
25203,24736
36175,24737
99125,24738
23718,24740
15956,24747
20982,24801
16250,24808
36175,24811
36175,24813
36175,24815
36175,24816
15262,24817
36175,24818
36175,24822
36175,24823
36175,24826
13988,24827
20083,24828
8281,24830
36175,24831
36175,24834
20673,24836
37917,24839
36175,24843
13641,24844
36175,24845
36175,24846
36175,24847
24167,24848
36175,24849
18276,24850
36175,24851
34417,24853
36175,24854
16384,24857
36175,24860
36175,24861
36175,24862
36175,24866
36175,24867
15833,24868
36175,24869
28819,24870
36175,24871
28131,24872
36175,24873
21394,24874
2500,24878
36175,24879
36175,24880
22100,24881
36175,24882
10486,24884
36175,24887
36175,24888
21169,24892
36175,24894
36175,24898
25516,24901
18407,24910
22096,24915
36175,24916
36591,24918
14063,24920
17083,24924
24081,24925
20913,24927
36175,24931
15938,24934
24861,24935
36175,24938
19716,24941
16023,24944
36175,24945
15500,24946
33611,24951
21699,24954
36175,24957
36175,24962
27550,24963
16375,24966
25647,24970
16515,24974
34089,24976
36852,24977
36175,24981
23125,24983
36175,24984
21993,24986
36175,24991
36175,25002
24474,25003
36175,25005
36175,25007
36175,25008
14063,25009
17308,25011
19355,25015
36175,25019
36175,25021
36175,25022
36175,25024
36175,25025
36175,25028
36175,25030
31393,25031
29506,25033
25764,25035
36175,25036
36175,25039
29118,25040
15125,25043
42383,25044
19625,25045
36175,25047
36175,25048
36175,25049
36175,25051
32677,25053
36175,25054
36175,25057
36175,25059
36175,25060
36175,25061
21875,25062
23489,25063
29143,25064
36175,25067
27857,25070
22349,25071
36175,25075
36175,25076
24046,25081
36175,25082
36175,25083
33500,25085
29688,25086
13029,25088
36175,25090
36175,25093
23250,25102
43603,25103
17733,25106
19189,25107
13036,25108
36175,25109
23828,25110
9867,25111
36175,25112
20121,25113
11875,25114
36175,25115
41757,25118
36175,25119
36175,25121
33750,25123
36175,25124
36175,25125
36175,25126
24500,25130
36175,25132
16037,25133
36175,25134
16053,25136
36175,25139
25294,25140
36175,25141
36175,25142
25368,25143
60234,25148
36175,25149
8669,25152
17917,25154
36175,25156
23636,25159
36175,25160
24414,25161
36250,25162
22653,25164
63333,25165
26029,25168
36175,25169
36175,25173
36175,25174
28401,25177
36175,25180
20583,25181
36175,25183
36175,25185
23261,25186
15602,25187
36175,25193
36175,25201
23289,25202
36175,25203
22708,25204
26719,25205
77581,25206
16118,25208
15673,25209
36175,25211
39464,25213
36175,25214
19432,25234
12078,25235
20959,25239
29167,25241
36175,25243
36175,25244
34318,25245
60682,25247
27159,25248
29236,25251
51505,25252
19263,25253
36175,25259
20000,25260
36175,25261
36175,25262
17583,25264
22356,25265
36175,25266
22778,25267
10938,25268
21813,25270
21238,25271
28250,25275
21020,25276
23929,25285
22548,25286
29766,25287
17255,25301
25778,25302
38285,25303
36688,25304
36175,25305
30176,25306
29226,25309
27981,25311
26961,25312
33658,25313
42036,25314
17917,25315
17500,25320
33715,25401
43491,25403
44816,25404
50234,25405
30483,25411
36623,25413
45972,25414
40179,25419
41636,25420
35721,25422
44708,25425
41776,25427
46738,25428
49363,25430
36175,25431
32500,25432
32031,25434
36175,25437
46696,25438
36175,25442
51023,25443
36175,25444
36175,25446
36175,25501
36175,25502
36781,25503
28047,25504
36175,25505
22598,25506
16150,25507
22861,25508
27974,25510
14259,25511
36175,25512
13669,25514
21705,25515
36175,25517
36175,25520
25324,25521
16053,25523
36175,25524
32605,25526
36175,25529
17863,25530
8962,25534
25833,25535
31475,25537
36175,25540
25661,25541
42734,25545
3271,25547
33882,25550
22596,25555
11425,25557
36175,25559
48300,25560
22679,25564
31714,25565
16225,25567
18333,25570
20833,25571
36175,25573
22316,25601
36175,25606
36175,25607
48426,25608
36175,25611
15703,25617
22895,25621
36175,25624
36175,25625
36175,25628
36175,25630
36175,25632
36175,25634
42083,25635
13836,25637
36175,25638
2500,25639
36175,25644
27863,25646
29239,25647
36175,25649
28224,25650
13000,25651
18529,25652
36175,25653
36175,25654
17135,25661
36175,25666
9202,25669
19025,25670
13934,25671
36175,25672
16426,25674
19735,25676
14792,25678
36175,25688
36175,25690
36175,25692
36175,25696
36175,25699
20891,25701
16692,25702
13900,25703
22341,25704
25061,25705
23976,25801
36175,25810
36175,25811
25430,25812
22620,25813
36175,25817
35772,25818
8950,25820
22108,25823
36175,25825
36175,25826
38264,25827
23164,25831
35000,25832
36175,25836
36175,25837
36175,25839
22372,25840
27500,25841
36175,25843
68313,25844
19583,25845
21658,25846
36175,25848
36175,25849
36175,25853
36175,25854
36175,25855
36175,25857
36175,25862
8707,25864
36175,25865
36175,25868
36175,25870
28147,25871
19512,25873
36175,25875
36175,25876
26354,25878
36175,25879
16042,25880
27381,25882
22755,25901
36175,25902
14732,25904
36175,25906
36175,25907
36175,25908
36175,25911
36175,25913
36175,25915
36175,25916
21091,25917
16105,25918
36175,25920
18304,25921
36175,25922
18423,25928
36175,25932
36175,25936
36175,25938
36175,25942
19895,25951
26681,25958
19364,25962
36175,25969
36175,25971
36175,25972
24458,25976
36175,25977
40987,25978
24909,25979
19310,25981
21635,25984
37500,25985
36175,25989
26595,26003
32875,26030
22629,26031
27098,26032
19573,26033
28538,26034
20769,26035
36175,26036
30958,26037
43281,26038
36175,26039
22109,26040
21940,26041
30859,26047
17031,26050
36175,26055
36175,26056
41979,26059
27132,26060
31541,26062
21410,26070
18750,26074
29167,26075
20139,26101
29414,26104
30818,26105
50078,26133
20556,26134
17917,26136
36175,26137
36175,26138
36175,26141
28866,26142
26034,26143
18750,26146
16969,26147
36175,26148
30506,26149
42583,26150
36175,26151
36175,26152
34750,26155
28047,26159
33882,26160
38646,26161
13374,26164
25417,26167
36175,26169
25484,26170
25531,26175
43182,26178
41836,26180
40104,26181
31346,26184
27071,26187
25156,26201
36175,26202
36175,26203
14833,26205
20426,26206
23750,26208
45139,26209
36175,26215
36175,26217
16782,26218
45667,26222
40917,26224
36175,26228
36175,26230
20864,26234
36175,26236
36175,26237
22679,26238
24457,26241
20493,26250
22250,26253
36175,26254
23500,26257
36175,26259
26288,26260
17163,26261
36175,26263
26932,26264
36175,26266
36175,26267
36175,26268
23571,26269
23981,26270
18571,26271
20750,26273
28750,26275
36175,26276
36175,26278
26923,26280
36175,26282
33523,26283
28519,26285
22844,26287
18750,26288
36175,26291
28261,26292
36175,26293
16600,26294
36175,26296
36175,26298
24902,26301
18854,26320
26326,26321
42083,26323
12109,26325
36175,26327
46490,26330
35326,26335
29148,26337
36175,26338
36175,26339
58333,26342
36175,26343
30427,26346
25847,26347
27059,26348
36175,26349
19926,26351
26019,26354
36175,26361
24267,26362
36175,26366
23810,26369
53720,26372
51094,26374
36175,26376
25809,26377
29132,26378
30250,26384
22368,26385
23723,26386
36175,26404
35375,26405
34837,26408
36175,26410
36908,26411
36175,26412
23589,26415
22097,26416
23964,26419
36175,26421
36175,26422
40172,26424
19615,26425
28458,26426
36175,26430
26359,26431
24125,26435
36175,26436
9306,26437
36175,26438
15938,26440
36175,26443
27163,26444
42609,26447
23977,26448
17727,26451
20116,26452
18156,26456
33633,26501
25330,26505
37604,26508
25208,26519
35909,26520
43125,26521
37772,26525
19625,26534
25116,26537
36175,26541
33300,26542
36175,26543
35081,26547
29702,26554
24000,26559
36175,26560
40417,26562
36175,26563
23088,26568
25764,26570
27721,26571
36175,26572
21176,26574
15750,26575
18750,26576
15972,26581
21310,26582
36175,26585
24250,26586
36175,26587
29276,26588
61667,26590
15104,26591
30016,26601
35962,26610
36175,26611
36175,26615
36175,26617
36175,26619
36088,26621
15500,26623
30956,26624
36175,26627
36175,26629
36175,26631
36175,26636
12500,26638
19383,26651
36175,26656
18068,26660
20583,26662
36175,26676
24323,26678
32188,26679
36175,26680
36175,26681
36175,26684
20625,26690
2500,26691
38125,26704
36175,26705
18750,26707
46042,26710
31250,26711
36175,26714
36175,26716
19375,26717
25125,26719
36175,26720
36175,26722
30900,26726
28233,26731
27656,26739
40833,26743
25250,26750
25282,26753
20189,26755
26456,26757
36175,26761
23000,26763
18594,26764
23929,26767
18409,26801
21490,26802
17250,26804
20234,26807
25580,26808
36175,26810
38413,26812
22431,26814
24821,26815
36175,26817
41250,26818
36175,26823
23750,26833
26406,26836
41250,26845
23125,26847
39167,26851
81685,26852
29712,26855
36175,26865
17500,26866
18625,26884
45119,27006
25573,27007
29911,27009
27214,27011
41490,27012
42143,27013
31042,27014
33906,27016
22239,27017
32411,27018
26167,27019
23375,27020
30609,27021
36175,27022
41340,27023
36175,27024
24429,27025
14640,27027
31193,27028
18830,27030
48324,27040
23309,27041
36175,27042
18188,27043
36105,27045
22419,27046
43068,27047
28250,27048
31480,27050
23384,27051
26937,27052
23913,27053
33235,27054
29444,27055
27673,27101
37138,27103
38168,27104
20901,27105
30788,27106
22664,27107
36175,27109
36175,27110
33970,27127
36175,27201
25868,27203
25213,27205
31953,27207
16296,27208
19338,27209
18788,27212
22474,27214
31553,27215
27183,27217
26591,27229
45000,27231
28824,27233
33649,27235
24893,27239
12721,27242
29702,27243
30867,27244
30000,27248
37944,27249
21196,27252
29418,27253
29341,27258
18371,27260
28047,27262
30339,27263
35388,27265
39025,27278
17364,27281
52718,27282
34861,27283
35339,27284
21969,27288
18239,27291
26023,27292
29414,27295
23931,27298
19286,27299
39347,27301
36405,27302
46983,27305
28897,27306
29211,27310
17528,27311
33409,27312
31591,27313
26053,27314
25313,27315
20104,27316
25564,27317
26514,27320
20761,27325
29041,27326
32765,27330
29432,27332
36175,27340
31250,27341
44922,27343
26277,27344
38419,27349
24688,27350
14821,27355
33372,27356
44837,27357
43646,27358
28322,27360
20944,27370
20690,27371
39318,27376
39300,27377
15587,27379
25080,27401
39564,27403
26405,27405
31617,27406
34739,27407
45000,27408
33840,27409
44381,27410
36461,27455
35781,27501
53500,27502
53966,27503
36875,27504
38610,27505
18233,27507
37500,27508
31964,27509
36841,27510
54583,27511
55997,27513
41673,27514
37660,27516
51088,27517
53531,27518
63149,27519
41250,27520
31688,27521
37099,27522
54917,27523
27765,27524
31907,27525
34670,27526
37253,27527
45253,27529
27275,27530
36175,27531
31221,27534
17005,27536
30124,27537
61577,27539
51583,27540
35451,27541
24985,27542
32416,27544
48960,27545
26629,27546
31915,27549
28500,27551
14038,27553
13281,27555
36175,27556
20255,27557
19457,27559
66842,27560
34545,27562
21512,27563
27268,27565
24286,27568
17788,27569
61500,27571
38561,27572
20683,27573
21011,27574
24719,27576
28806,27577
51719,27581
21250,27582
33674,27583
46911,27587
26465,27589
42100,27591
39241,27592
41900,27596
32906,27597
49375,27601
42033,27603
46558,27604
51579,27605
45672,27606
56014,27607
61756,27608
44118,27609
40341,27610
52065,27612
50827,27613
50568,27614
51922,27615
48987,27616
65625,27617
31776,27701
45907,27703
37513,27704
38910,27705
41735,27707
41798,27709
42301,27712
51299,27713
18438,27801
17463,27803
33074,27804
37860,27805
22222,27806
25503,27807
29167,27808
22656,27809
16850,27810
18892,27812
20833,27813
29028,27814
25417,27816
31489,27817
14435,27818
30938,27819
27396,27820
36175,27821
19643,27822
15240,27823
37500,27824
36175,27825
33388,27826
8472,27827
20925,27828
18259,27829
33611,27830
16065,27831
24643,27832
27089,27834
36815,27837
16375,27839
13398,27840
9500,27841
17356,27842
36175,27843
14423,27844
24375,27845
27031,27846
15132,27847
25000,27849
21806,27850
21080,27851
25595,27852
36175,27853
16175,27855
29188,27856
33375,27857
28641,27858
20714,27860
25625,27861
29511,27862
27311,27863
19750,27864
36175,27865
36175,27866
19485,27869
24678,27870
21375,27871
36175,27872
14750,27873
21758,27874
36175,27875
21667,27876
18958,27878
22250,27879
22290,27880
36175,27881
28393,27882
23043,27883
39097,27884
21328,27885
23024,27886
21585,27888
23163,27889
20125,27890
20962,27891
22301,27892
23044,27893
36913,27896
23194,27897
25557,27909
24972,27910
24669,27915
68000,27916
29344,27917
16537,27919
36175,27920
33571,27921
24063,27922
53304,27923
19015,27924
22670,27925
33304,27926
40114,27927
20875,27928
36175,27929
26397,27932
32500,27935
28313,27936
25357,27937
36303,27938
22275,27939
28333,27941
24261,27942
67863,27943
28582,27944
45130,27946
34700,27947
38814,27948
55225,27949
35556,27950
45000,27953
39702,27954
36175,27956
36175,27957
45445,27958
43607,27959
21066,27960
18665,27962
36175,27964
78828,27965
2500,27966
18889,27967
36175,27968
16369,27970
36175,27972
35446,27973
36175,27974
26771,27976
20500,27978
41273,27979
43221,27980
32250,27981
36175,27982
14829,27983
20074,27985
19000,27986
29514,28001
36071,28006
50833,28007
20469,28009
38889,28012
25000,28016
36175,28017
20551,28018
36175,28019
30690,28020
24012,28021
26290,28023
36776,28025
38103,28027
52072,28031
34063,28032
41055,28033
21401,28034
52593,28036
40263,28037
36175,28039
19135,28040
20628,28043
25034,28052
27312,28054
38657,28056
20608,28071
30865,28072
31786,28073
55366,28075
36175,28076
14643,28077
57167,28078
49774,28079
22926,28080
27108,28081
31250,28083
24308,28086
36175,28088
36175,28089
19356,28090
21313,28091
28640,28092
30839,28097
26538,28098
23587,28101
51000,28102
29375,28103
45657,28104
42827,28105
37000,28107
36175,28108
36175,28109
35789,28110
27102,28112
21094,28114
32674,28115
50915,28117
26280,28119
36701,28120
28333,28124
32557,28125
25787,28127
28556,28128
30000,28129
41653,28133
41135,28134
18480,28135
32649,28137
23525,28138
24591,28139
28239,28144
30896,28146
30651,28147
23534,28150
23468,28152
51215,28159
19776,28160
35833,28163
32688,28164
38214,28166
19815,28167
28606,28168
2500,28169
23340,28170
43472,28173
29875,28174
78750,28202
71028,28203
56361,28204
47243,28205
26267,28206
68715,28207
27865,28208
58451,28209
54019,28210
50178,28211
33063,28212
34088,28213
42183,28214
35442,28215
38421,28216
47029,28217
52731,28226
39692,28227
36175,28244
40498,28262
45109,28269
50843,28270
55080,28273
61763,28277
66728,28278
36175,28280
36175,28282
18933,28301
31077,28303
36078,28304
30388,28305
30661,28306
37305,28307
36175,28308
36175,28310
31504,28311
25388,28312
40105,28314
31458,28315
26450,28318
24474,28320
26841,28323
45714,28325
47336,28326
30169,28327
21250,28328
36175,28330
38125,28332
24832,28333
24591,28334
24558,28337
23917,28338
26979,28339
15192,28340
24697,28341
48750,28342
18897,28343
39583,28344
23834,28345
31641,28347
29263,28348
16490,28349
36175,28350
17366,28351
19612,28352
40078,28356
25307,28357
21624,28358
17738,28360
31855,28363
16069,28364
27191,28365
18328,28366
36175,28367
18750,28369
25646,28371
15865,28372
29698,28373
45437,28374
18963,28375
30349,28376
15225,28377
19296,28379
22425,28382
15508,28383
21575,28384
36175,28385
18565,28386
36429,28387
33232,28390
31681,28391
33304,28392
39541,28393
41000,28394
24000,28395
33438,28396
23848,28398
32798,28399
24727,28401
28688,28403
40177,28405
50045,28409
46438,28411
36213,28412
35066,28420
26563,28421
36000,28422
21336,28423
36175,28424
19318,28425
36563,28428
35238,28429
15318,28430
19375,28431
16458,28432
16440,28433
36175,28434
20844,28435
12958,28436
11967,28438
24844,28439
17237,28441
20400,28442
39095,28443
23633,28444
38158,28445
25500,28447
36175,28448
58438,28449
33565,28450
28444,28451
18953,28452
24167,28453
35595,28454
27560,28455
18500,28456
21838,28457
17165,28458
50729,28460
37072,28461
26343,28462
18266,28463
12743,28464
41250,28465
18841,28466
29794,28467
33451,28468
38125,28469
27095,28470
23325,28472
22614,28478
40035,28479
76875,28480
16208,28501
26606,28504
35433,28508
34924,28510
36175,28511
40125,28512
27045,28513
13793,28515
27273,28516
29875,28518
45750,28519
21500,28520
39643,28521
30083,28523
36175,28524
17029,28525
36175,28526
21307,28527
27159,28528
23594,28529
20243,28530
36175,28531
39098,28532
36175,28533
36175,28537
21497,28538
40719,28539
34323,28540
4886,28543
49537,28544
33562,28546
36175,28547
23231,28551
36175,28552
36175,28553
31250,28554
22045,28555
29722,28556
35044,28557
28750,28560
31310,28562
28675,28570
30581,28571
26401,28572
16063,28573
30047,28574
34500,28575
18229,28577
16985,28578
57898,28579
23691,28580
36175,28581
29259,28582
36175,28583
34779,28584
20762,28585
22500,28586
21786,28587
36175,28589
42612,28590
49000,28594
29118,28601
23323,28602
31844,28604
45078,28605
17784,28606
19709,28607
24137,28609
30556,28610
36175,28611
17429,28612
29929,28613
22206,28615
36175,28616
26444,28617
27059,28618
28125,28619
17464,28621
13627,28622
30592,28623
16813,28624
29629,28625
27182,28626
36175,28627
27500,28628
36175,28629
24075,28630
32426,28631
31429,28634
20449,28635
28375,28636
18056,28637
23358,28638
24167,28640
26691,28642
17841,28643
11473,28644
22318,28645
36175,28646
36175,28647
36175,28649
28648,28650
21576,28651
36175,28652
37341,28654
27053,28655
20869,28657
32727,28658
18062,28659
32500,28660
42321,28662
36175,28663
21818,28665
36175,28666
20313,28667
36175,28668
27708,28669
22371,28670
19554,28671
36175,28672
39116,28673
21836,28675
22368,28676
29443,28677
25000,28678
25476,28679
25113,28681
36175,28682
36175,28683
26051,28684
22016,28685
34848,28689
25064,28690
37800,28692
23750,28693
21334,28694
29883,28697
30793,28698
25500,28701
36175,28702
41398,28704
25271,28705
36175,28707
36175,28708
28793,28709
28358,28711
31474,28712
20612,28713
23949,28714
28911,28715
27324,28716
40508,28717
28047,28718
23420,28719
21042,28720
26635,28721
29464,28722
26875,28723
36175,28725
31540,28726
40348,28729
32050,28730
34250,28731
40613,28732
36175,28733
25497,28734
36175,28735
25750,28736
31439,28739
36175,28740
33594,28741
35288,28742
17415,28743
57353,28745
28750,28746
37857,28747
33265,28748
36175,28749
37172,28751
22225,28752
22262,28753
22226,28754
29452,28756
36175,28757
33225,28759
25172,28761
23536,28762
29792,28763
40625,28766
31521,28768
19773,28771
33929,28772
34226,28773
39650,28774
36175,28775
24625,28777
31157,28778
38684,28779
17094,28781
35756,28782
30471,28783
24375,28785
28716,28786
36825,28787
24797,28789
43021,28790
31512,28791
26606,28792
28912,28801
41295,28803
39497,28804
30779,28805
34578,28806
